# File: RadBeltTest/ephem_sat.dat
#
# Ephemeris generated from specified elements
# Propagator: Kepler with J2
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in km
# Data Delimiter:           space
#
# datetime(mjd),posx(km),posy(km),posz(km)
57023.00000000 6671.200000 -0.000000 0.000000
57023.00104167 6635.054957 935.926843 0.000000
57023.00208333 6527.944936 1861.887926 0.000000
57023.00312500 6353.646539 2768.769972 0.000000
57023.00416667 6117.856006 3648.971562 0.000000
57023.00520833 5827.482326 4496.756576 0.000000
57023.00625000 5489.940500 5308.298052 0.000000
57023.00729167 5112.570986 6081.490466 0.000000
57023.00833333 4702.238848 6815.636479 0.000000
57023.00937500 4265.106918 7511.100412 0.000000
57023.01041667 3806.546131 8168.988107 0.000000
57023.01145833 3331.138389 8790.881874 0.000000
57023.01250000 2842.733365 9378.636946 0.000000
57023.01354167 2344.530859 9934.234186 0.000000
57023.01458333 1839.170614 10459.678654 0.000000
57023.01562500 1328.819005 10956.933296 0.000000
57023.01666667 815.247531 11427.878084 0.000000
57023.01770833 299.901044 11874.287040 0.000000
57023.01875000 -216.044381 12297.817373 0.000000
57023.01979167 -731.633105 12700.006533 0.000000
57023.02083333 -1246.090057 13082.274334 0.000000
57023.02187500 -1758.787962 13445.928049 0.000000
57023.02291667 -2269.220602 13792.169213 0.000000
57023.02395833 -2776.980957 14122.101166 0.000000
57023.02500000 -3281.743422 14436.736845 0.000000
57023.02604167 -3783.249259 14737.006386 0.000000
57023.02708333 -4281.294761 15023.764415 0.000000
57023.02812500 -4775.721522 15297.796825 0.000000
57023.02916667 -5266.408519 15559.827078 0.000000
57023.03020833 -5753.265553 15810.521932 0.000000
57023.03125000 -6236.227911 16050.496689 0.000000
57023.03229167 -6715.251905 16280.319913 0.000000
57023.03333333 -7190.311230 16500.517716 0.000000
57023.03437500 -7661.393933 16711.577614 0.000000
57023.03541667 -8128.499878 16913.951989 0.000000
57023.03645833 -8591.638679 17108.061225 0.000000
57023.03750000 -9050.827925 17294.296505 0.000000
57023.03854167 -9506.091760 17473.022356 0.000000
57023.03958333 -9957.459629 17644.578915 0.000000
57023.04062500 -10404.965296 17809.283995 0.000000
57023.04166667 -10848.645960 17967.434927 0.000000
57023.04270833 -11288.541569 18119.310246 0.000000
57023.04375000 -11724.694190 18265.171192 0.000000
57023.04479167 -12157.147538 18405.263091 0.000000
57023.04583333 -12585.946523 18539.816588 0.000000
57023.04687500 -13011.136920 18669.048780 0.000000
57023.04791667 -13432.765057 18793.164237 0.000000
57023.04895833 -13850.877567 18912.355932 0.000000
57023.05000000 -14265.521198 19026.806096 0.000000
57023.05104167 -14676.742610 19136.686985 0.000000
57023.05208333 -15084.588261 19242.161593 0.000000
57023.05312500 -15489.104262 19343.384294 0.000000
57023.05416667 -15890.336302 19440.501441 0.000000
57023.05520833 -16288.329544 19533.651903 0.000000
57023.05625000 -16683.128585 19622.967566 0.000000
57023.05729167 -17074.777375 19708.573793 0.000000
57023.05833333 -17463.319208 19790.589846 0.000000
57023.05937500 -17848.796656 19869.129271 0.000000
57023.06041667 -18231.251575 19944.300262 0.000000
57023.06145833 -18610.725063 20016.205990 0.000000
57023.06250000 -18987.257466 20084.944909 0.000000
57023.06354167 -19360.888360 20150.611038 0.000000
57023.06458333 -19731.656545 20213.294227 0.000000
57023.06562500 -20099.600064 20273.080401 0.000000
57023.06666667 -20464.756179 20330.051783 0.000000
57023.06770833 -20827.161402 20384.287106 0.000000
57023.06875000 -21186.851479 20435.861807 0.000000
57023.06979167 -21543.861422 20484.848216 0.000000
57023.07083333 -21898.225495 20531.315715 0.000000
57023.07187500 -22249.977250 20575.330905 0.000000
57023.07291667 -22599.149516 20616.957752 0.000000
57023.07395833 -22945.774434 20656.257724 0.000000
57023.07500000 -23289.883447 20693.289919 0.000000
57023.07604167 -23631.507338 20728.111191 0.000000
57023.07708333 -23970.676220 20760.776258 0.000000
57023.07812500 -24307.419574 20791.337813 0.000000
57023.07916667 -24641.766243 20819.846622 0.000000
57023.08020833 -24973.744455 20846.351616 0.000000
57023.08125000 -25303.381844 20870.899983 0.000000
57023.08229167 -25630.705449 20893.537247 0.000000
57023.08333333 -25955.741742 20914.307349 0.000000
57023.08437500 -26278.516631 20933.252720 0.000000
57023.08541667 -26599.055486 20950.414350 0.000000
57023.08645833 -26917.383136 20965.831852 0.000000
57023.08750000 -27233.523900 20979.543526 0.000000
57023.08854167 -27547.501584 20991.586415 0.000000
57023.08958333 -27859.339509 21001.996362 0.000000
57023.09062500 -28169.060505 21010.808064 0.000000
57023.09166667 -28476.686947 21018.055114 0.000000
57023.09270833 -28782.240739 21023.770057 0.000000
57023.09375000 -29085.743353 21027.984426 0.000000
57023.09479167 -29387.215820 21030.728790 0.000000
57023.09583333 -29686.678747 21032.032790 0.000000
57023.09687500 -29984.152337 21031.925179 0.000000
57023.09791667 -30279.656383 21030.433856 0.000000
57023.09895833 -30573.210293 21027.585902 0.000000
57023.10000000 -30864.833089 21023.407610 0.000000
57023.10104167 -31154.543425 21017.924517 0.000000
57023.10208333 -31442.359589 21011.161435 0.000000
57023.10312500 -31728.299520 21003.142475 0.000000
57023.10416667 -32012.380807 20993.891078 0.000000
57023.10520833 -32294.620709 20983.430034 0.000000
57023.10625000 -32575.036151 20971.781515 0.000000
57023.10729167 -32853.643745 20958.967088 0.000000
57023.10833333 -33130.459787 20945.007746 0.000000
57023.10937500 -33405.500272 20929.923923 0.000000
57023.11041667 -33678.780895 20913.735516 0.000000
