"Segment Name"
"Initial_State"
"Propagate"
"PRM1_Target.Maneuver"
"PRM1_Target.Propagate"
"ARB1"
"Propagate1"
"ARB2"
"Propagate2"
"ARB3"
"Propagate3"
"Final_ARB.Maneuver"
"Final_ARB.Propagate"
"Final_PRM.Maneuver"
"Final_PRM.Propagate"
"Propagate4"

"Time (UTCG)","X (km)","Y (km)","Z (km)","Vx (km/sec)","Vy (km/sec)","Vz (km/sec)"
13 Jan 2027 11:52:54.878,-39683.149812,-28668.495508,-14768.526292,3.375014,0.786014,0.414748
13 Jan 2027 12:06:13.879,-36947.687693,-28011.970301,-14422.463117,3.473567,0.858955,0.452315
13 Jan 2027 12:18:34.106,-34340.241898,-27348.238828,-14073.279438,3.572789,0.936057,0.492004
13 Jan 2027 12:29:59.953,-31856.100840,-26678.913656,-13721.776088,3.672572,1.017550,0.533932
13 Jan 2027 12:40:35.506,-29490.562376,-26005.436511,-13368.666943,3.772792,1.103677,0.578221
13 Jan 2027 12:50:24.560,-27238.966097,-25329.090408,-13014.585232,3.873302,1.194691,0.625001
13 Jan 2027 12:59:30.637,-25096.716325,-24651.010122,-12660.088972,3.973934,1.290864,0.674409
13 Jan 2027 13:07:57.007,-23059.286710,-23972.187119,-12305.663492,4.074497,1.392478,0.726588
13 Jan 2027 13:15:46.702,-21122.245761,-23293.481086,-11951.727417,4.174769,1.499833,0.781690
13 Jan 2027 13:23:02.535,-19281.256682,-22615.623172,-11598.634315,4.274499,1.613246,0.839875
13 Jan 2027 13:29:47.114,-17532.091508,-21939.223711,-11246.676690,4.373401,1.733049,0.901312
13 Jan 2027 13:36:02.857,-15870.635957,-21264.776574,-10896.088213,4.471152,1.859597,0.966179
13 Jan 2027 13:41:52.006,-14292.893282,-20592.662583,-10547.045483,4.567381,1.993262,1.034666
13 Jan 2027 13:47:16.640,-12794.987641,-19923.152119,-10199.669362,4.661670,2.134438,1.106970
13 Jan 2027 13:52:18.686,-11373.172319,-19256.409382,-9854.027175,4.753544,2.283544,1.183305
13 Jan 2027 13:56:59.931,-10023.829506,-18592.492334,-9510.132685,4.842463,2.441023,1.263892
13 Jan 2027 14:01:22.034,-8743.465906,-17931.349164,-9167.944264,4.927810,2.607344,1.348969
13 Jan 2027 14:05:26.533,-7528.729373,-17272.824239,-8827.367993,5.008883,2.783005,1.438787
13 Jan 2027 14:09:14.855,-6376.408859,-16616.655215,-8488.256186,5.084877,2.968535,1.533612
13 Jan 2027 14:12:48.323,-5283.447094,-15962.476004,-8150.408951,5.154868,3.164487,1.633724
13 Jan 2027 14:16:08.158,-4246.978141,-15309.835789,-7813.584030,5.217789,3.371438,1.739411
13 Jan 2027 14:19:15.477,-3264.386641,-14658.237879,-7477.516832,5.272400,3.589962,1.850961
13 Jan 2027 14:22:11.281,-2333.421134,-14007.228728,-7141.966257,5.317262,3.820589,1.968639
13 Jan 2027 14:24:56.433,-1452.361746,-13356.556338,-6806.796086,5.350709,4.063713,2.092640
13 Jan 2027 14:27:31.606,-620.345347,-12706.507368,-6472.148083,5.370838,4.319406,2.222993
13 Jan 2027 14:29:57.237,162.355679,-12058.321752,-6138.654394,5.375568,4.587152,2.359427
13 Jan 2027 14:32:13.524,894.325432,-11414.506110,-5807.597277,5.362797,4.865568,2.501231
13 Jan 2027 14:34:20.572,1573.853967,-10778.417032,-5480.693305,5.330642,5.152444,2.647271
13 Jan 2027 14:36:18.644,2200.372119,-10153.031618,-5159.461049,5.277588,5.445246,2.796250
13 Jan 2027 14:38:08.307,2775.264083,-9539.857267,-4844.662284,5.202419,5.741707,2.947008
13 Jan 2027 14:39:50.367,3301.463553,-8938.822392,-4536.247989,5.104044,6.040032,3.098626
13 Jan 2027 14:41:25.718,3782.551968,-8348.811264,-4233.634573,4.981361,6.338751,3.250350
13 Jan 2027 14:42:55.241,4222.127351,-7768.140734,-3935.949383,4.833187,6.636519,3.401489
13 Jan 2027 14:44:19.753,4623.457945,-7194.883877,-3642.197027,4.658246,6.931947,3.551330
13 Jan 2027 14:45:39.998,4989.370114,-6626.995564,-3351.323837,4.455169,7.223502,3.699081
13 Jan 2027 14:46:56.650,5322.207949,-6062.377517,-3062.251196,4.222508,7.509417,3.843835
13 Jan 2027 14:48:10.316,5623.804369,-5498.950767,-2773.912603,3.958798,7.787591,3.984513
13 Jan 2027 14:49:21.533,5895.444203,-4934.782761,-2485.318644,3.662688,8.055466,4.119800
13 Jan 2027 14:50:30.741,6137.776007,-4368.427957,-2195.730957,3.333281,8.309839,4.248054
13 Jan 2027 14:51:38.226,6350.723399,-3799.568725,-1904.989232,2.970805,8.546641,4.367198
13 Jan 2027 14:52:41.856,6527.874708,-3249.053107,-1623.744524,2.591357,8.754101,4.471294
13 Jan 2027 14:53:26.909,6638.185421,-2851.458365,-1420.698423,2.302629,8.894052,4.541359
13 Jan 2027 14:54:17.062,6745.189812,-2401.792880,-1191.137242,1.961075,9.034833,4.611598
13 Jan 2027 14:55:02.251,6826.534012,-1990.949317,-981.467222,1.636607,9.145821,4.666710
13 Jan 2027 14:55:46.752,6891.997438,-1581.826166,-772.744348,1.303413,9.238407,4.712384
13 Jan 2027 14:56:30.640,6941.782190,-1174.692688,-565.105968,0.963654,9.311795,4.748223
13 Jan 2027 14:57:14.040,6976.155787,-769.325344,-358.438109,0.619193,9.365507,4.773991
13 Jan 2027 14:57:57.093,6995.350854,-365.314267,-152.532050,0.271786,9.399269,4.789555
13 Jan 2027 14:58:39.944,6999.532686,37.818755,52.855429,-0.076842,9.412962,4.794861
13 Jan 2027 14:59:22.740,6988.789081,440.591267,257.987220,-0.424999,9.406612,4.789932
13 Jan 2027 15:00:10.274,6959.457935,887.101831,485.309278,-0.808201,9.376369,4.772629
13 Jan 2027 15:00:57.922,6911.936098,1332.673073,712.062038,-1.184977,9.322409,4.743244
13 Jan 2027 15:01:40.913,6853.847324,1732.057550,915.231644,-1.515722,9.254574,4.706996
13 Jan 2027 15:02:40.913,6749.545112,2283.581115,1195.671374,-1.956912,9.124465,4.638421
13 Jan 2027 15:03:49.590,6598.730464,2904.123171,1511.030580,-2.428737,8.941327,4.542625
13 Jan 2027 15:05:01.187,6408.491669,3536.510233,1832.214953,-2.877824,8.719261,4.427074
13 Jan 2027 15:06:16.178,6176.591318,4180.852390,2159.265783,-3.298312,8.461789,4.293602
13 Jan 2027 15:07:33.872,5905.161803,4827.335276,2487.191617,-3.679744,8.177830,4.146819
13 Jan 2027 15:08:53.174,5599.729176,5464.037068,2809.946223,-4.014363,7.878978,3.992686
13 Jan 2027 15:10:14.029,5263.143865,6088.697003,3126.392117,-4.302847,7.572669,3.834996
13 Jan 2027 15:11:37.115,4895.061996,6704.945185,3438.376487,-4.549517,7.262527,3.675579
13 Jan 2027 15:13:03.272,4493.763109,7317.145846,3748.113373,-4.758661,6.950738,3.515530
13 Jan 2027 15:14:33.350,4056.915510,7929.094457,4057.523875,-4.933855,6.638981,3.355687
13 Jan 2027 15:16:08.208,3581.762724,8543.985748,4368.220820,-5.078075,6.328671,3.196756
13 Jan 2027 15:17:48.736,3065.167090,9164.547708,4681.577250,-5.193848,6.021052,3.039359
13 Jan 2027 15:19:35.874,2503.634196,9793.138045,4998.775693,-5.283384,5.717245,2.884055
13 Jan 2027 15:21:30.612,1893.417583,10431.720596,5320.796707,-5.348654,5.418321,2.731379
13 Jan 2027 15:23:33.977,1230.685619,11081.790910,5648.381882,-5.391467,5.125360,2.581871
13 Jan 2027 15:25:46.989,511.848443,11744.187976,5981.939706,-5.413547,4.839523,2.436113
13 Jan 2027 15:28:10.588,-265.971712,12418.857175,6321.427355,-5.416619,4.562116,2.294760
13 Jan 2027 15:30:45.571,-1104.556610,13104.774902,6666.314381,-5.402487,4.294535,2.158512
13 Jan 2027 15:33:32.590,-2004.587098,13800.202073,7015.711867,-5.373076,4.038095,2.028027
13 Jan 2027 15:36:32.243,-2966.178806,14503.261709,7368.663746,-5.330377,3.793781,1.903798
13 Jan 2027 15:39:45.212,-3989.667975,15212.520127,7724.438591,-5.276337,3.562091,1.786064
13 Jan 2027 15:43:12.359,-5076.131883,15927.225529,8082.648317,-5.212747,3.343052,1.674830
13 Jan 2027 15:46:54.757,-6227.518807,16647.231306,8443.208405,-5.141187,3.136352,1.569927
13 Jan 2027 15:50:53.682,-7446.545254,17372.794882,8806.235981,-5.063014,2.941480,1.471087
13 Jan 2027 15:55:10.588,-8736.496759,18104.368814,9171.944484,-4.979389,2.757841,1.378000
13 Jan 2027 15:59:47.099,-10101.116576,18842.487568,9540.586593,-4.891304,2.584812,1.290343
13 Jan 2027 16:04:45.005,-11544.515562,19587.690435,9912.415457,-4.799602,2.421781,1.207798
13 Jan 2027 16:10:06.262,-13071.103789,20340.471911,10287.659791,-4.705012,2.268158,1.130063
13 Jan 2027 16:15:53.003,-14685.575350,21101.267330,10666.516648,-4.608159,2.123387,1.056848
13 Jan 2027 16:22:07.548,-16392.885746,21870.437460,11049.143696,-4.509585,1.986945,0.987886
13 Jan 2027 16:28:52.417,-18198.240625,22648.260536,11435.655228,-4.409760,1.858342,0.922923
13 Jan 2027 16:36:10.354,-20107.128659,23434.943049,11826.127479,-4.309090,1.737117,0.861723
13 Jan 2027 16:44:04.336,-22125.281710,24230.598640,12220.588099,-4.207930,1.622842,0.804066
13 Jan 2027 16:52:37.602,-24258.716985,25035.261262,12619.022633,-4.106588,1.515111,0.749742
13 Jan 2027 17:01:53.669,-26513.715254,25848.871280,13021.367557,-4.005329,1.413548,0.698560
13 Jan 2027 17:11:56.362,-28896.850266,26671.280835,13427.512860,-3.904387,1.317796,0.650336
13 Jan 2027 17:22:49.833,-31414.964880,27502.239132,13837.294677,-3.803961,1.227523,0.604899
13 Jan 2027 17:34:38.601,-34075.220827,28341.402404,14250.500103,-3.704224,1.142415,0.562089
13 Jan 2027 17:47:27.570,-36885.053060,29188.311329,14666.855935,-3.605323,1.062177,0.521754
13 Jan 2027 18:01:22.073,-39852.213078,30042.397072,15086.031521,-3.507386,0.986531,0.483753
13 Jan 2027 18:16:27.898,-42984.734034,30902.962551,15507.629406,-3.410519,0.915216,0.447952
13 Jan 2027 18:32:51.338,-46290.969989,31769.185012,15931.186438,-3.314812,0.847985,0.414225
13 Jan 2027 18:50:39.212,-49779.523402,32640.087948,16356.159852,-3.220340,0.784606,0.382453
13 Jan 2027 19:09:58.932,-53459.315539,33514.550808,16781.931841,-3.127164,0.724862,0.352524
13 Jan 2027 19:30:58.544,-57339.552091,34391.289810,17207.799970,-3.035332,0.668546,0.324335
13 Jan 2027 19:53:46.762,-61429.658065,35268.833896,17632.965278,-2.944883,0.615464,0.297784
13 Jan 2027 20:18:33.042,-65739.321403,36145.525452,18056.532415,-2.855844,0.565433,0.272780
13 Jan 2027 20:45:27.634,-70278.449721,37019.500496,18477.499780,-2.768236,0.518279,0.249234
13 Jan 2027 21:14:41.647,-75057.148995,37888.674005,18894.752168,-2.682069,0.473842,0.227063
13 Jan 2027 21:46:27.096,-80085.636896,38750.713894,19307.047974,-2.597349,0.431966,0.206189
13 Jan 2027 22:20:56.989,-85374.248275,39603.032578,19713.014875,-2.514073,0.392508,0.186539
13 Jan 2027 22:58:25.413,-90933.410692,40442.771273,20111.141956,-2.432234,0.355331,0.168042
13 Jan 2027 23:39:07.573,-96773.483973,41266.764390,20499.762442,-2.351820,0.320306,0.150634
14 Jan 2027 00:23:19.901,-102904.757098,42071.530021,20877.048861,-2.272813,0.287313,0.134252
14 Jan 2027 01:11:20.121,-109337.313958,42853.241408,21240.999233,-2.195193,0.256237,0.118840
14 Jan 2027 02:03:27.369,-116081.002936,43607.712952,21589.430105,-2.118935,0.226971,0.104342
14 Jan 2027 03:00:02.258,-123145.256825,44330.368351,21919.961283,-2.044009,0.199413,0.090707
14 Jan 2027 04:01:26.974,-130538.962365,45016.217736,22230.004881,-1.970384,0.173469,0.077886
14 Jan 2027 05:08:05.385,-138270.329245,45659.835699,22516.754825,-1.898027,0.149047,0.065834
14 Jan 2027 06:20:23.125,-146346.682939,46255.334126,22777.174124,-1.826900,0.126064,0.054508
14 Jan 2027 07:38:47.743,-154774.352009,46796.344077,23007.986234,-1.756962,0.104439,0.043868
14 Jan 2027 09:03:48.650,-163558.167107,47275.975200,23205.657052,-1.688172,0.084099,0.033876
14 Jan 2027 10:35:57.427,-172701.580132,47686.818138,23366.395507,-1.620486,0.064973,0.024495
14 Jan 2027 12:15:47.804,-182206.158384,48020.908788,23486.138045,-1.553856,0.046995,0.015694
14 Jan 2027 14:03:55.714,-192071.208993,48269.710906,23560.541762,-1.488234,0.030102,0.007440
14 Jan 2027 16:00:59.392,-202293.452139,48424.105928,23584.980948,-1.423568,0.014238,-0.000295
14 Jan 2027 18:07:39.533,-212866.738299,48474.384826,23554.544446,-1.359805,-0.000654,-0.007540
14 Jan 2027 20:24:39.203,-223781.383183,48410.241301,23464.035706,-1.296888,-0.014622,-0.014319
14 Jan 2027 22:52:43.883,-235023.693571,48220.780086,23307.979528,-1.234759,-0.027716,-0.020657
15 Jan 2027 01:32:41.584,-246575.545760,47894.528755,23080.630308,-1.173356,-0.039978,-0.026575
15 Jan 2027 04:25:22.653,-258413.556513,47419.466964,22775.991322,-1.112615,-0.051450,-0.032095
15 Jan 2027 07:31:39.817,-270508.544827,46783.063758,22387.836578,-1.052467,-0.062169,-0.037234
15 Jan 2027 10:52:27.876,-282824.587711,45972.345744,21909.750526,-0.992841,-0.072171,-0.042011
15 Jan 2027 14:28:43.696,-295318.411735,44973.967128,21335.166954,-0.933662,-0.081486,-0.046440
15 Jan 2027 18:21:25.912,-307938.464187,43774.313336,20657.426668,-0.874848,-0.090144,-0.050538
15 Jan 2027 22:31:34.298,-320623.731444,42359.660419,19869.864924,-0.816314,-0.098171,-0.054314
16 Jan 2027 03:00:09.221,-333302.735933,40716.362129,18965.912004,-0.757968,-0.105589,-0.057782
16 Jan 2027 07:48:11.338,-345892.764519,38831.038400,17939.193274,-0.699711,-0.112417,-0.060950
16 Jan 2027 12:56:40.107,-358298.286464,36690.922399,16783.714288,-0.641438,-0.118672,-0.063826
16 Jan 2027 18:26:33.129,-370410.191625,34284.165222,15494.019975,-0.583032,-0.124365,-0.066416
17 Jan 2027 00:18:44.473,-382104.508270,31600.298268,14065.436868,-0.524367,-0.129506,-0.068722
17 Jan 2027 06:34:02.796,-393241.361939,28630.779703,12494.356880,-0.465308,-0.134098,-0.070748
17 Jan 2027 13:13:08.604,-403663.962728,25369.714627,10778.609375,-0.405703,-0.138140,-0.072490
17 Jan 2027 20:16:31.970,-413198.407598,21814.577494,8917.830063,-0.345389,-0.141628,-0.073946
18 Jan 2027 03:44:30.914,-421654.145540,17966.884682,6913.801005,-0.284178,-0.144547,-0.075109
18 Jan 2027 11:37:07.858,-428824.226457,13833.181516,4770.951876,-0.221860,-0.146880,-0.075966
18 Jan 2027 19:54:20.028,-434488.671336,9424.015117,2495.819088,-0.158163,-0.148598,-0.076503
19 Jan 2027 04:36:29.977,-438415.181918,4749.850629,94.962604,-0.092683,-0.149663,-0.076698
19 Jan 2027 13:46:18.204,-440348.613350,-195.222056,-2433.274666,-0.024635,-0.150017,-0.076518
19 Jan 2027 17:16:41.535,-440495.875990,-2088.625625,-3398.160552,0.001300,-0.149949,-0.076346
19 Jan 2027 17:17:41.535,-440495.791937,-2097.715931,-3402.989480,0.001502,-0.153063,-0.084624
19 Jan 2027 17:22:09.329,-440495.268445,-2140.581809,-3430.640502,0.002410,-0.167123,-0.122005
19 Jan 2027 17:31:27.394,-440493.387998,-2242.215306,-3520.976236,0.004339,-0.197320,-0.202293
19 Jan 2027 17:38:06.631,-440491.373810,-2325.440311,-3613.563973,0.005757,-0.219714,-0.261834
19 Jan 2027 17:39:06.631,-440491.024688,-2338.623141,-3629.273976,0.005880,-0.219714,-0.261833
19 Jan 2027 17:47:36.033,-440487.762744,-2450.544209,-3762.649948,0.006927,-0.219708,-0.261824
19 Jan 2027 19:00:59.229,-440437.351226,-3417.835483,-4915.325333,0.015971,-0.219648,-0.261735
20 Jan 2027 01:00:07.667,-439615.990966,-8145.482463,-10547.939882,0.060282,-0.219065,-0.260956
20 Jan 2027 10:03:59.785,-436549.072006,-15267.647838,-19029.934131,0.127808,-0.217259,-0.258675
20 Jan 2027 18:36:05.465,-431634.219397,-21903.353063,-26928.655002,0.192300,-0.214495,-0.255258
21 Jan 2027 02:40:43.302,-425140.154970,-28090.030561,-34289.226453,0.254614,-0.210856,-0.250802
21 Jan 2027 10:20:15.690,-417287.396458,-33844.687157,-41132.338027,0.315292,-0.206392,-0.245365
21 Jan 2027 17:36:06.986,-408269.729419,-39175.648435,-47468.282263,0.374700,-0.201133,-0.238984
22 Jan 2027 00:29:13.050,-398263.283632,-44088.425245,-53303.963479,0.433102,-0.195099,-0.231682
22 Jan 2027 07:00:18.185,-387429.600298,-48588.915083,-58646.718887,0.490695,-0.188301,-0.223470
22 Jan 2027 13:10:03.278,-375916.730000,-52684.722753,-63505.894596,0.547640,-0.180740,-0.214351
22 Jan 2027 18:59:09.230,-363859.864129,-56385.499256,-67893.250689,0.604067,-0.172415,-0.204321
23 Jan 2027 00:28:18.567,-351381.656397,-59702.912140,-71822.926502,0.660088,-0.163316,-0.193371
23 Jan 2027 05:38:15.540,-338592.825681,-62650.344915,-75311.083554,0.715799,-0.153431,-0.181483
23 Jan 2027 10:29:45.978,-325592.709415,-65242.577003,-78375.525184,0.771282,-0.142740,-0.168636
23 Jan 2027 15:03:37.146,-312469.688993,-67495.482929,-81035.338877,0.826611,-0.131223,-0.154804
23 Jan 2027 19:20:36.915,-299302.122252,-69425.659998,-83310.454326,0.881849,-0.118852,-0.139956
23 Jan 2027 23:21:33.418,-286158.969752,-71050.165819,-85221.331821,0.937050,-0.105599,-0.124056
24 Jan 2027 03:07:14.729,-273100.403941,-72386.283083,-86788.683098,0.992261,-0.091430,-0.107064
24 Jan 2027 06:38:28.432,-260178.547518,-73451.299550,-88033.210537,1.047524,-0.076308,-0.088937
24 Jan 2027 09:56:01.216,-247438.247536,-74262.325141,-88975.390666,1.102870,-0.060192,-0.069625
24 Jan 2027 13:00:38.751,-234917.592445,-74836.158864,-89635.316563,1.158327,-0.043040,-0.049078
24 Jan 2027 15:53:05.375,-222648.644737,-75189.163761,-90032.550212,1.213916,-0.024803,-0.027237
24 Jan 2027 18:34:03.949,-210658.019223,-75337.177842,-90186.017479,1.269649,-0.005430,-0.004043
24 Jan 2027 21:04:15.817,-198967.333797,-75295.443593,-90113.924955,1.325533,0.015133,0.020570
24 Jan 2027 23:24:20.595,-187593.880366,-75078.552825,-89833.695511,1.381570,0.036945,0.046672
25 Jan 2027 01:34:56.215,-176550.977063,-74700.409451,-89361.924620,1.437753,0.060068,0.074336
25 Jan 2027 03:36:38.814,-165848.519831,-74174.206983,-88714.354585,1.494066,0.084569,0.103642
25 Jan 2027 05:30:02.837,-155493.226997,-73512.407259,-87905.849656,1.550489,0.110517,0.134674
25 Jan 2027 07:15:40.897,-145489.230829,-72726.746550,-86950.404442,1.606990,0.137987,0.167520
25 Jan 2027 08:54:03.941,-135838.202226,-71828.224560,-85861.131037,1.663531,0.167058,0.202274
25 Jan 2027 10:25:41.179,-126539.824318,-70827.124087,-84650.283358,1.720061,0.197814,0.239036
25 Jan 2027 11:51:00.207,-117591.945311,-69733.011833,-83329.258400,1.776521,0.230344,0.277911
25 Jan 2027 13:10:27.007,-108990.916803,-68554.762177,-81908.625216,1.832840,0.264740,0.319011
25 Jan 2027 14:24:26.022,-100731.793570,-67300.572892,-80398.144031,1.888932,0.301103,0.362453
25 Jan 2027 15:33:20.239,-92808.496777,-65977.977685,-78806.781492,1.944699,0.339535,0.408362
25 Jan 2027 16:37:31.219,-85214.060526,-64593.875672,-77142.746276,2.000028,0.380148,0.456869
25 Jan 2027 17:37:19.186,-77940.752900,-63154.545079,-75413.505635,2.054787,0.423059,0.508113
25 Jan 2027 18:33:03.092,-70980.224365,-61665.662527,-73625.808680,2.108825,0.468391,0.562241
25 Jan 2027 19:25:00.678,-64323.650061,-60132.323897,-71785.711500,2.161968,0.516274,0.619407
25 Jan 2027 20:13:28.559,-57961.805877,-58559.051623,-69898.586012,2.214022,0.566846,0.679777
25 Jan 2027 20:58:42.266,-51885.221847,-56949.820458,-67969.150953,2.264759,0.620254,0.743524
25 Jan 2027 21:40:56.329,-46084.234367,-55308.059691,-66001.474620,2.313923,0.676652,0.810831
25 Jan 2027 22:20:24.324,-40549.105311,-53636.671748,-63998.997273,2.361221,0.736205,0.881895
25 Jan 2027 22:57:18.941,-35270.083778,-51938.035020,-61964.534608,2.406317,0.799085,0.956919
25 Jan 2027 23:31:52.028,-30237.514658,-50214.019873,-59900.297057,2.448826,0.865476,1.036123
26 Jan 2027 00:04:14.612,-25441.999802,-48466.026847,-57807.935608,2.488306,0.935568,1.119733
26 Jan 2027 00:34:36.918,-20874.565053,-46695.037588,-55688.602826,2.524244,1.009558,1.207981
26 Jan 2027 01:03:08.324,-16526.990729,-44901.748915,-53543.113257,2.556047,1.087639,1.301097
26 Jan 2027 01:29:57.236,-12392.356677,-43086.847964,-51372.272379,2.583026,1.169985,1.399287
26 Jan 2027 01:55:10.857,-8465.870679,-41251.518336,-49177.481391,2.604384,1.256716,1.502692
26 Jan 2027 02:18:54.805,-4746.082484,-39398.322351,-46961.790980,2.619212,1.347839,1.611319
26 Jan 2027 02:41:12.736,-1236.027351,-37532.361126,-44731.286070,2.626517,1.443162,1.724938
26 Jan 2027 03:02:06.447,2057.047976,-35662.008582,-42495.960080,2.625292,1.542213,1.842984
26 Jan 2027 03:21:37.093,5125.123790,-33797.842647,-40268.434623,2.614621,1.644261,1.964584
26 Jan 2027 03:39:47.161,7964.955789,-31949.530863,-38060.237281,2.593750,1.748469,2.088738
26 Jan 2027 03:56:41.595,10581.204548,-30122.987419,-35878.407441,2.562072,1.854073,2.214537
26 Jan 2027 04:12:27.316,12985.012657,-28319.863764,-33724.891933,2.519048,1.960453,2.341239
26 Jan 2027 04:27:12.070,15190.619731,-26538.679373,-31597.899083,2.464146,2.067091,2.468227
26 Jan 2027 04:41:03.547,17212.666101,-24776.104368,-29493.432464,2.396810,2.173515,2.594935
26 Jan 2027 04:54:08.953,19064.732086,-23027.808109,-27406.305006,2.316439,2.279239,2.720784
26 Jan 2027 05:06:34.877,20758.701032,-21288.920199,-25330.689631,2.222398,2.383730,2.845140
26 Jan 2027 05:18:27.302,22304.534542,-19554.259077,-23260.392124,2.114017,2.486381,2.967273
26 Jan 2027 05:29:51.619,23710.109812,-17818.584421,-21189.152269,1.990623,2.586471,3.086327
26 Jan 2027 05:40:52.592,24981.034219,-16077.006922,-19111.132570,1.851602,2.683130,3.201262
26 Jan 2027 05:51:34.156,26120.305539,-14325.909193,-17022.016469,1.696536,2.775281,3.310792
26 Jan 2027 06:01:58.998,27127.975582,-12564.607912,-14920.989930,1.525477,2.861569,3.413305
26 Jan 2027 06:12:08.105,28001.435343,-10797.288208,-12813.046314,1.339339,2.940362,3.506855
26 Jan 2027 06:22:01.063,28737.391996,-9032.751103,-10708.681614,1.140082,3.009929,3.589383
26 Jan 2027 06:31:37.535,29334.882651,-7280.182214,-8618.845845,0.930331,3.068791,3.659131
26 Jan 2027 06:40:58.684,29796.440464,-5544.393874,-6549.270381,0.712676,3.115951,3.714916
26 Jan 2027 06:50:07.251,30126.546897,-3824.978604,-4499.462001,0.489323,3.150841,3.756064
26 Jan 2027 06:59:06.900,30329.572816,-2118.052831,-2464.784971,0.262129,3.173154,3.782215
26 Jan 2027 07:08:01.694,30408.535570,-417.942558,-438.472400,0.032739,3.182722,3.793170
26 Jan 2027 07:16:55.884,30364.544205,1281.934912,1587.321845,-0.197317,3.179453,3.788822
26 Jan 2027 07:26:49.271,30172.261284,3163.846067,3829.768321,-0.449899,3.160923,3.766239
26 Jan 2027 07:36:47.089,29828.982849,5044.136482,6069.984434,-0.696954,3.127162,3.725514
26 Jan 2027 07:46:55.766,29331.072646,6933.482980,8320.685935,-0.936825,3.078651,3.667221
26 Jan 2027 07:57:22.180,28670.934940,8842.947615,10595.039871,-1.167946,3.015859,3.591924
26 Jan 2027 08:08:13.445,27837.291533,10782.692991,12905.134039,-1.388631,2.939309,3.500249
26 Jan 2027 08:19:35.050,26818.584147,12756.124762,15255.002875,-1.596496,2.849908,3.393282
26 Jan 2027 08:31:25.781,25614.464468,14746.401537,17624.573221,-1.787551,2.749839,3.273634
26 Jan 2027 08:43:36.551,24244.535164,16716.975148,19970.325934,-1.957334,2.642859,3.145792
26 Jan 2027 08:56:02.121,22728.800503,18646.206060,22266.510980,-2.104428,2.532294,3.013722
26 Jan 2027 09:08:45.690,21072.387588,20536.774679,24516.332892,-2.230219,2.419948,2.879573
26 Jan 2027 09:21:53.936,19270.995424,22399.455058,26732.623277,-2.336725,2.306795,2.744501
26 Jan 2027 09:35:34.175,17316.404509,24244.768638,28927.904862,-2.425760,2.193504,2.609299
26 Jan 2027 09:49:53.817,15198.345517,26081.421897,31112.533240,-2.498856,2.080613,2.474607
26 Jan 2027 10:05:00.439,12905.020277,27916.412627,33294.824557,-2.557311,1.968587,2.340976
26 Jan 2027 10:21:01.936,10423.306715,29755.299304,35481.376967,-2.602252,1.857839,2.208895
26 Jan 2027 10:38:06.588,7739.080240,31602.278441,37677.163459,-2.634680,1.748750,2.078818
26 Jan 2027 10:56:23.047,4837.691492,33460.135090,39885.473828,-2.655507,1.641689,1.951180
26 Jan 2027 11:16:00.137,1704.903111,35329.956515,42107.575337,-2.665588,1.537028,1.826425
26 Jan 2027 11:37:06.459,-1671.700264,37210.723761,44342.228794,-2.665758,1.435166,1.705028
26 Jan 2027 11:59:49.901,-5301.148018,39099.029509,46585.355460,-2.656863,1.336533,1.587495
26 Jan 2027 12:24:17.291,-9188.069261,40989.242180,48830.234666,-2.639793,1.241558,1.474341
26 Jan 2027 12:50:34.548,-13333.189317,42874.379952,51068.544449,-2.615480,1.150625,1.366017
26 Jan 2027 13:18:47.405,-17735.431959,44747.425434,53291.924101,-2.584867,1.064001,1.262842
26 Jan 2027 13:49:02.311,-22394.417251,46602.369862,55493.213573,-2.548855,0.981811,1.164962
26 Jan 2027 14:21:27.062,-27312.067750,48434.550240,57666.852031,-2.508271,0.904045,1.072365
26 Jan 2027 14:56:11.031,-32493.003129,50240.399427,59808.579212,-2.463837,0.830596,0.984919
26 Jan 2027 15:33:25.117,-37944.118443,52016.953444,61914.849094,-2.416179,0.761294,0.902424
26 Jan 2027 16:13:21.632,-43673.974752,53761.412407,63982.307855,-2.365829,0.695945,0.824644
26 Jan 2027 16:56:14.228,-49692.285744,55470.834632,66007.430356,-2.313242,0.634341,0.751331
26 Jan 2027 17:42:17.802,-56009.365105,57141.895160,67986.233464,-2.258806,0.576276,0.682241
26 Jan 2027 18:31:48.555,-62635.943034,58770.796470,69914.170022,-2.202854,0.521552,0.617136
26 Jan 2027 19:25:03.998,-69582.854516,60353.166090,71786.007449,-2.145671,0.469978,0.555787
26 Jan 2027 20:22:22.978,-76860.775176,61883.988775,73595.747448,-2.087502,0.421377,0.497982
26 Jan 2027 21:24:05.810,-84480.173031,63357.595035,75336.612431,-2.028557,0.375578,0.443520
26 Jan 2027 22:30:34.303,-92451.015359,64767.601055,77000.974512,-1.969016,0.332423,0.392210
26 Jan 2027 23:42:11.915,-100782.723017,66106.902214,78580.347872,-1.909036,0.291764,0.343875
27 Jan 2027 00:59:23.768,-109483.820664,67367.615108,80065.320371,-1.848746,0.253462,0.298349
27 Jan 2027 02:22:36.811,-118561.856232,68541.070076,81445.544803,-1.788261,0.217386,0.255476
27 Jan 2027 03:52:19.909,-128023.142918,69617.775577,82709.696962,-1.727672,0.183413,0.215110
