"Segment Name"
"Initial_State"
"Propagate"
"PRM1_Target.Maneuver"
"PRM1_Target.Propagate"
"ARB1"
"Propagate1"
"ARB2"
"Propagate2"
"ARB3"
"Propagate3"
"Final_ARB.Maneuver"
"Final_ARB.Propagate"
"Final_PRM.Maneuver"
"Final_PRM.Propagate"
"Propagate4"

"Time (UTCG)","X (km)","Y (km)","Z (km)","Vx (km/sec)","Vy (km/sec)","Vz (km/sec)"
7 Jan 2027 19:13:00.568,6911.559264,704.752953,377.335673,-0.595514,9.087168,4.627999
7 Jan 2027 19:14:00.593,6861.158986,1248.522026,654.229660,-1.081629,9.024763,4.594818
7 Jan 2027 19:15:01.272,6781.017358,1793.302765,931.552660,-1.556590,8.925618,4.542901
7 Jan 2027 19:16:03.260,6670.071430,2342.565271,1211.066567,-2.018661,8.790648,4.472723
7 Jan 2027 19:17:07.327,6526.223044,2900.452381,1494.873004,-2.466508,8.620324,4.384534
7 Jan 2027 19:18:14.513,6345.739410,3472.832298,1785.947653,-2.899674,8.414188,4.278105
7 Jan 2027 19:19:26.535,6121.488267,4070.148134,2089.586392,-3.319894,8.169378,4.151978
7 Jan 2027 19:20:44.943,5844.955962,4699.594470,2409.425132,-3.724684,7.883698,4.005047
7 Jan 2027 19:22:05.568,5529.750283,5322.953123,2726.031595,-4.085201,7.578182,3.848132
7 Jan 2027 19:23:16.079,5231.889479,5847.758769,2992.472255,-4.356926,7.307478,3.709248
7 Jan 2027 19:24:25.092,4923.080989,6342.950378,3243.783194,-4.586658,7.043674,3.574017
7 Jan 2027 19:25:32.770,4605.943974,6811.007077,3481.236499,-4.780329,6.789078,3.443598
7 Jan 2027 19:26:38.002,4288.759903,7246.024817,3701.851496,-4.940351,6.549577,3.320987
7 Jan 2027 19:27:17.545,4091.685270,7502.204617,3831.735226,-5.025817,6.407826,3.248451
7 Jan 2027 19:28:17.545,3786.742254,7880.189160,4023.325563,-5.136027,6.192830,3.138501
7 Jan 2027 19:29:54.331,3282.378742,8463.375230,4318.810882,-5.279678,5.861489,2.969144
7 Jan 2027 19:31:35.757,2740.884625,9041.175985,4611.424550,-5.392068,5.535763,2.802760
7 Jan 2027 19:33:23.492,2155.120280,9620.018080,4904.417895,-5.476776,5.214023,2.638508
7 Jan 2027 19:35:18.424,1521.997558,10200.826848,5198.252605,-5.535790,4.897443,2.476979
7 Jan 2027 19:37:21.499,838.254827,10784.189133,5493.217408,-5.570969,4.587095,2.318712
7 Jan 2027 19:39:33.668,100.835295,11370.108099,5789.304402,-5.584077,4.284088,2.164266
7 Jan 2027 19:41:55.845,-692.802840,11957.907817,6086.161475,-5.576858,3.989602,2.014238
7 Jan 2027 19:44:28.854,-1544.342713,12546.172151,6383.062301,-5.551108,3.704883,1.869254
7 Jan 2027 19:47:13.406,-2454.473556,13132.866964,6678.969043,-5.508714,3.431144,1.729924
7 Jan 2027 19:50:10.137,-3423.132320,13715.671560,6972.700398,-5.451632,3.169390,1.596755
7 Jan 2027 19:53:19.689,-4449.992599,14292.349942,7263.119108,-5.381814,2.920279,1.470073
7 Jan 2027 19:56:42.803,-5534.993213,14861.015621,7549.265105,-5.301102,2.684051,1.349994
7 Jan 2027 20:00:20.371,-6678.600240,15420.163491,7830.370877,-5.211157,2.460596,1.236456
7 Jan 2027 20:04:13.452,-7881.840137,15968.566857,8105.808894,-5.113431,2.249552,1.129269
7 Jan 2027 20:08:23.264,-9146.187278,16505.127872,8375.015779,-5.009173,2.050415,1.028171
7 Jan 2027 20:12:51.175,-10473.440591,17028.758047,8637.431849,-4.899447,1.862610,0.932865
7 Jan 2027 20:17:38.689,-11865.576256,17538.279072,8892.451076,-4.785164,1.685545,0.843047
7 Jan 2027 20:22:47.446,-13324.673052,18032.374221,9139.396578,-4.667099,1.518634,0.758414
7 Jan 2027 20:28:19.223,-14852.842259,18509.552230,9377.502458,-4.545916,1.361309,0.678675
7 Jan 2027 20:34:15.933,-16452.148975,18968.117304,9605.898779,-4.422187,1.213033,0.603554
7 Jan 2027 20:40:39.638,-18124.595983,19406.163048,9823.608538,-4.296399,1.073295,0.532790
7 Jan 2027 20:47:32.548,-19872.041314,19821.549626,10029.536293,-4.168971,0.941619,0.466138
7 Jan 2027 20:54:57.037,-21696.187164,20211.902621,10222.467629,-4.040260,0.817552,0.403367
7 Jan 2027 21:02:55.647,-23598.511407,20574.598094,10401.061769,-3.910572,0.700674,0.344260
7 Jan 2027 21:11:31.092,-25580.197712,20906.751531,10563.846172,-3.780166,0.590590,0.288616
7 Jan 2027 21:20:46.283,-27642.140696,21205.220421,10709.217832,-3.649257,0.486928,0.236245
7 Jan 2027 21:30:44.320,-29784.816596,21466.584704,10835.433742,-3.518025,0.389340,0.186968
7 Jan 2027 21:41:28.510,-32008.249120,21687.146074,10940.610645,-3.386617,0.297501,0.140621
7 Jan 2027 21:53:02.371,-34311.915932,21862.920115,11022.721336,-3.255147,0.211106,0.097046
7 Jan 2027 22:05:29.646,-36694.682997,21989.633599,11079.593497,-3.123702,0.129869,0.056098
7 Jan 2027 22:18:54.298,-39154.670053,22062.719729,11108.907707,-2.992346,0.053524,0.017641
7 Jan 2027 22:33:20.521,-41689.163909,22077.320985,11108.199174,-2.861114,-0.018178,-0.018451
7 Jan 2027 22:48:52.745,-44294.503657,22028.292876,11074.860014,-2.730024,-0.085469,-0.052297
7 Jan 2027 23:05:35.635,-46965.941947,21910.211846,11006.143722,-2.599067,-0.148564,-0.084007
7 Jan 2027 23:23:34.083,-49697.483718,21717.390156,10899.173276,-2.468216,-0.207664,-0.113682
7 Jan 2027 23:42:53.218,-52481.765202,21443.893664,10750.950573,-2.337422,-0.262951,-0.141416
8 Jan 2027 00:03:38.378,-55309.830811,21083.573070,10558.373066,-2.206616,-0.314595,-0.167295
8 Jan 2027 00:25:55.092,-58170.939463,20630.105097,10318.255350,-2.075708,-0.362750,-0.191397
8 Jan 2027 00:49:49.080,-61052.403431,20077.035790,10027.351740,-1.944585,-0.407553,-0.213790
8 Jan 2027 01:15:26.206,-63939.321351,19417.849663,9682.392331,-1.813111,-0.449127,-0.234538
8 Jan 2027 01:42:52.450,-66814.354883,18646.046582,9280.122880,-1.681127,-0.487578,-0.253695
8 Jan 2027 02:12:13.862,-69657.468772,17755.239936,8817.355623,-1.548444,-0.522996,-0.271304
8 Jan 2027 02:43:36.494,-72445.638817,16739.283272,8291.034710,-1.414844,-0.555452,-0.287402
8 Jan 2027 03:17:06.406,-75152.663713,15592.374444,7698.289842,-1.280068,-0.585000,-0.302015
8 Jan 2027 03:52:49.496,-77748.715461,14309.276794,7036.550352,-1.143820,-0.611667,-0.315157
8 Jan 2027 04:30:51.475,-80200.107755,12885.489029,6303.632456,-1.005753,-0.635460,-0.326829
8 Jan 2027 05:11:17.899,-82469.054073,11317.397835,5497.817751,-0.865452,-0.656354,-0.337018
8 Jan 2027 05:54:14.196,-84513.294112,9602.456669,4617.945458,-0.722416,-0.674292,-0.345692
8 Jan 2027 06:39:45.762,-86285.605950,7739.356214,3663.500802,-0.576030,-0.689170,-0.352798
8 Jan 2027 07:27:58.926,-87733.429137,5727.641767,2634.421384,-0.425488,-0.700834,-0.358253
8 Jan 2027 08:19:02.340,-88797.463335,3567.078280,1530.778356,-0.269684,-0.709047,-0.361934
8 Jan 2027 09:13:09.748,-89408.640591,1256.191089,352.043063,-0.107028,-0.713456,-0.363656
8 Jan 2027 10:10:36.699,-89481.856476,-1204.499376,-901.245571,0.064497,-0.713507,-0.363130
8 Jan 2027 11:02:05.212,-89044.917172,-3403.014009,-2019.385497,0.218635,-0.709525,-0.360607
8 Jan 2027 11:50:34.833,-88195.704929,-5457.642140,-3062.927814,0.365449,-0.702178,-0.356393
8 Jan 2027 12:36:26.133,-86996.511014,-7376.081864,-4035.992956,0.506773,-0.691816,-0.350662
8 Jan 2027 13:19:53.948,-85496.856009,-9163.786993,-4941.517431,0.643960,-0.678650,-0.343516
8 Jan 2027 14:01:07.337,-83739.284949,-10823.482293,-5781.025607,0.777934,-0.662815,-0.335021
8 Jan 2027 14:40:12.247,-81761.949158,-12356.817422,-6555.480244,0.909355,-0.644393,-0.325217
8 Jan 2027 15:17:13.199,-79599.635157,-13765.390211,-7265.806895,1.038716,-0.623436,-0.314128
8 Jan 2027 15:52:14.198,-77284.148231,-15051.241190,-7913.146957,1.166406,-0.599964,-0.301765
8 Jan 2027 16:25:19.124,-74844.534538,-16216.999856,-8498.932870,1.292743,-0.573979,-0.288126
8 Jan 2027 16:56:31.915,-72307.216210,-17265.897064,-9024.894866,1.417988,-0.545461,-0.273200
8 Jan 2027 17:25:56.666,-69696.057265,-18201.724684,-9493.040631,1.542367,-0.514374,-0.256969
8 Jan 2027 17:53:37.613,-67032.500015,-19028.732291,-9905.603137,1.666073,-0.480667,-0.239407
8 Jan 2027 18:19:39.097,-64335.710723,-19751.522757,-10264.987941,1.789271,-0.444275,-0.220478
8 Jan 2027 18:44:05.537,-61622.702242,-20374.961393,-10573.727314,1.912104,-0.405119,-0.200143
8 Jan 2027 19:07:01.381,-58908.493710,-20904.083934,-10834.433895,2.034695,-0.363108,-0.178355
8 Jan 2027 19:28:31.075,-56206.243873,-21344.022241,-11049.763286,2.157147,-0.318139,-0.155060
8 Jan 2027 19:48:39.037,-53527.375675,-21699.939186,-11222.381297,2.279546,-0.270097,-0.130201
8 Jan 2027 20:07:29.599,-50881.779690,-21976.963179,-11354.931251,2.401963,-0.218855,-0.103713
8 Jan 2027 20:25:07.012,-48277.886711,-22180.150551,-11450.015072,2.524450,-0.164276,-0.075524
8 Jan 2027 20:41:35.410,-45722.833109,-22314.442181,-11510.171723,2.647046,-0.106210,-0.045560
8 Jan 2027 20:56:58.795,-43222.584509,-22384.633661,-11537.862411,2.769772,-0.044496,-0.013737
8 Jan 2027 21:11:21.027,-40782.047889,-22395.351858,-11535.459015,2.892633,0.021037,0.020031
8 Jan 2027 21:24:45.819,-38405.169390,-22351.036274,-11505.234906,3.015618,0.090577,0.055840
8 Jan 2027 21:37:16.725,-36095.052578,-22255.925220,-11449.358286,3.138699,0.164318,0.093789
8 Jan 2027 21:48:57.141,-33854.039161,-22114.046171,-11369.887538,3.261828,0.242472,0.133986
8 Jan 2027 21:59:50.299,-31683.809658,-21929.210437,-11268.768834,3.384941,0.325261,0.176544
8 Jan 2027 22:09:59.269,-29585.458313,-21705.010361,-11147.834947,3.507948,0.412922,0.221582
8 Jan 2027 22:19:26.965,-27559.550602,-21444.816796,-11008.804155,3.630741,0.505705,0.269229
8 Jan 2027 22:28:16.143,-25606.205539,-21151.781548,-10853.281745,3.753186,0.603877,0.319619
8 Jan 2027 22:36:29.405,-23725.155905,-20828.840473,-10682.761782,3.875122,0.707718,0.372895
8 Jan 2027 22:44:09.208,-21915.785654,-20478.714217,-10498.627612,3.996360,0.817527,0.429209
8 Jan 2027 22:51:17.864,-20177.198239,-20103.915740,-10302.155904,4.116678,0.933617,0.488720
8 Jan 2027 22:57:57.549,-18508.247487,-19706.752792,-10094.518015,4.235820,1.056322,0.551596
8 Jan 2027 23:04:10.307,-16907.584646,-19289.334495,-9876.783485,4.353487,1.185994,0.618016
8 Jan 2027 23:09:58.059,-15373.681262,-18853.573031,-9649.920979,4.469340,1.323005,0.688169
8 Jan 2027 23:15:22.605,-13904.878988,-18401.193154,-9414.803276,4.582988,1.467749,0.762255
8 Jan 2027 23:20:25.634,-12499.401651,-17933.732038,-9172.207240,4.693984,1.620643,0.840485
8 Jan 2027 23:25:08.728,-11155.390686,-17452.545877,-8922.817284,4.801817,1.782130,0.923082
8 Jan 2027 23:29:33.370,-9870.919644,-16958.809929,-8667.225440,4.905904,1.952676,1.010284
8 Jan 2027 23:33:40.948,-8644.025069,-16453.524128,-8405.934310,5.005576,2.132778,1.102341
8 Jan 2027 23:37:32.759,-7472.736382,-15937.519596,-8139.360477,5.100068,2.322959,1.199517
8 Jan 2027 23:41:10.015,-6355.094460,-15411.461080,-7867.835801,5.188499,2.523764,1.302088
8 Jan 2027 23:44:33.842,-5289.205241,-14875.867065,-7591.617826,5.269850,2.735762,1.410341
8 Jan 2027 23:47:45.278,-4273.300237,-14331.140393,-7310.905569,5.342944,2.959515,1.524560
8 Jan 2027 23:50:45.263,-3305.841343,-13777.634834,-7025.873757,5.406413,3.195553,1.645011
8 Jan 2027 23:53:34.618,-2385.687631,-13215.783735,-6736.738888,5.458669,3.444286,1.771897
8 Jan 2027 23:56:14.009,-1512.344676,-12646.329970,-6443.877165,5.497891,3.705866,1.905293
8 Jan 2027 23:58:43.904,-686.244920,-12070.661418,-6147.996300,5.522053,3.979958,2.045022
9 Jan 2027 00:01:04.559,91.158477,-11491.122327,-5850.294459,5.529031,4.265493,2.190533
9 Jan 2027 00:03:16.105,817.906330,-10910.918670,-5552.410475,5.516810,4.560597,2.340866
9 Jan 2027 00:05:18.744,1492.696044,-10333.355479,-5256.031685,5.483675,4.862908,2.494814
9 Jan 2027 00:07:12.918,2115.880445,-9760.845706,-4962.385856,5.428246,5.170116,2.651195
9 Jan 2027 00:08:59.313,2689.483049,-9194.480685,-4672.022295,5.349350,5.480282,2.809017
9 Jan 2027 00:10:38.747,3216.510651,-8634.240847,-4384.921343,5.245879,5.791817,2.967467
9 Jan 2027 00:12:12.061,3700.263161,-8079.392392,-4100.698618,5.116693,6.103312,3.125823
9 Jan 2027 00:13:48.415,4185.299738,-7475.065392,-3791.256394,4.943795,6.443610,3.298729
9 Jan 2027 00:14:39.675,4436.026076,-7139.842066,-3619.662289,4.836345,6.636500,3.396709
9 Jan 2027 00:15:36.797,4708.453549,-6754.490193,-3422.455863,4.698828,6.856572,3.508450
9 Jan 2027 00:16:43.793,5017.136415,-6286.323107,-3182.935277,4.511152,7.120256,3.642266
9 Jan 2027 00:17:53.738,5324.850354,-5778.540223,-2923.228451,4.281572,7.399698,3.783981
9 Jan 2027 00:19:05.130,5621.008292,-5240.039219,-2647.902249,4.008243,7.685868,3.928984
9 Jan 2027 00:20:17.376,5899.298835,-4674.400290,-2358.801119,3.688199,7.971744,4.073682
9 Jan 2027 00:21:30.773,6156.628499,-4078.922587,-2054.559434,3.315683,8.252215,4.215443
9 Jan 2027 00:22:37.464,6365.276830,-3520.477102,-1769.340869,2.934737,8.492125,4.336482
9 Jan 2027 00:23:42.361,6542.660623,-2962.309593,-1484.363983,2.525711,8.705739,4.444003
9 Jan 2027 00:24:45.437,6688.524268,-2407.272813,-1201.085334,2.093927,8.888713,4.535801
9 Jan 2027 00:25:44.657,6799.829531,-1876.459398,-930.264210,1.661002,9.033345,4.608020
9 Jan 2027 00:26:41.208,6881.566191,-1362.377387,-668.069029,1.226700,9.142896,4.662320
9 Jan 2027 00:27:36.088,6936.968542,-858.373255,-411.101114,0.790299,9.219524,4.699798
9 Jan 2027 00:28:29.975,6967.788679,-360.216314,-157.201175,0.352481,9.264262,4.720982
9 Jan 2027 00:29:23.412,6974.926540,135.334611,95.282989,-0.085518,9.277664,4.726158
9 Jan 2027 00:30:22.762,6955.449339,685.515520,375.496461,-0.569893,9.256231,4.713362
9 Jan 2027 00:31:22.177,6907.394424,1233.911912,654.688572,-1.045594,9.197598,4.681598
9 Jan 2027 00:32:22.266,6830.500001,1783.912384,934.581642,-1.510525,9.102941,4.631476
9 Jan 2027 00:33:23.737,6723.600135,2339.647820,1217.272640,-1.963221,8.973084,4.563426
9 Jan 2027 00:34:27.444,6584.357887,2906.195096,1505.335725,-2.402723,8.808280,4.477586
9 Jan 2027 00:35:34.594,6408.475390,3491.068576,1802.578648,-2.829242,8.607567,4.373469
9 Jan 2027 00:36:47.379,6187.080349,4108.921965,2116.426923,-3.246345,8.366524,4.248810
9 Jan 2027 00:38:05.541,5917.549449,4752.135110,2442.983992,-3.641321,8.089563,4.105919
9 Jan 2027 00:39:16.381,5648.294641,5316.024241,2729.120885,-3.953372,7.829630,3.972059
9 Jan 2027 00:40:25.232,5366.799939,5846.314586,2998.080990,-4.217336,7.574298,3.840749
9 Jan 2027 00:41:33.152,5072.515742,6352.236539,3254.565011,-4.442753,7.323788,3.712065
9 Jan 2027 00:42:40.196,4768.069982,6835.075539,3499.239636,-4.634368,7.080760,3.587344
9 Jan 2027 00:43:45.394,4460.571113,7289.183640,3729.258818,-4.794310,6.850494,3.469270
9 Jan 2027 00:44:44.827,4171.808350,7690.250853,3932.333048,-4.919871,6.646986,3.364989
9 Jan 2027 00:45:44.827,3873.396013,8082.889287,4131.068012,-5.024426,6.442181,3.260144
9 Jan 2027 00:47:22.382,3376.237781,8695.733999,4441.118398,-5.161672,6.125300,3.098038
9 Jan 2027 00:49:04.890,2841.320125,9307.501044,4750.448452,-5.269321,5.814478,2.939158
9 Jan 2027 00:50:54.214,2260.516054,9926.167362,5063.086896,-5.350975,5.507740,2.782482
9 Jan 2027 00:52:51.309,1630.307839,10553.179871,5379.755802,-5.408535,5.206240,2.628591
9 Jan 2027 00:54:57.189,947.010324,11189.662148,5701.011844,-5.443792,4.911063,2.478027
9 Jan 2027 00:57:12.849,207.274452,11836.045840,6027.060731,-5.458471,4.623382,2.331380
9 Jan 2027 00:59:39.199,-591.483467,12491.896586,6357.670425,-5.454313,4.344494,2.189304
9 Jan 2027 01:02:17.011,-1450.759915,13155.898186,6692.164487,-5.433150,4.075754,2.052478
9 Jan 2027 01:05:06.929,-2371.033534,13826.142702,7029.569554,-5.396919,3.818398,1.921525
9 Jan 2027 01:08:09.564,-3352.327475,14500.677790,7368.891678,-5.347609,3.573316,1.796886
9 Jan 2027 01:11:25.618,-4394.917698,15177.984186,7709.356430,-5.287140,3.340926,1.678766
9 Jan 2027 01:14:55.970,-5499.793788,15857.154779,8050.498091,-5.217269,3.121209,1.567146
9 Jan 2027 01:18:41.698,-6668.735550,16537.789615,8392.105810,-5.139538,2.913830,1.461849
9 Jan 2027 01:22:44.069,-7904.197204,17219.804144,8734.126436,-5.055276,2.718280,1.362608
9 Jan 2027 01:27:04.526,-9209.167850,17903.269113,9076.583565,-4.965615,2.533963,1.269115
9 Jan 2027 01:31:44.673,-10587.022084,18588.282804,9419.513123,-4.871521,2.360265,1.181051
9 Jan 2027 01:36:46.272,-12041.434125,19274.902816,9762.928990,-4.773823,2.196577,1.098103
9 Jan 2027 01:42:11.244,-13576.313137,19963.102394,10106.801053,-4.673230,2.042316,1.019971
9 Jan 2027 01:48:01.677,-15195.772261,20652.750255,10451.045058,-4.570354,1.896931,0.946370
9 Jan 2027 01:54:19.842,-16904.131597,21343.607307,10795.520939,-4.465722,1.759900,0.877032
9 Jan 2027 02:01:08.195,-18705.853725,22035.296925,11140.017959,-4.359794,1.630736,0.811707
9 Jan 2027 02:08:29.402,-20605.579788,22727.317547,11484.260972,-4.252964,1.508981,0.750160
9 Jan 2027 02:16:26.347,-22608.083448,23419.022129,11827.900164,-4.145577,1.394206,0.692171
9 Jan 2027 02:25:02.158,-24718.297004,24109.624477,12170.514166,-4.037930,1.286008,0.637534
9 Jan 2027 02:34:20.221,-26941.278524,24798.183632,12511.602243,-3.930281,1.184011,0.586054
9 Jan 2027 02:44:24.199,-29282.194320,25483.594696,12850.579708,-3.822850,1.087860,0.537551
9 Jan 2027 02:55:18.061,-31746.331940,26164.588043,13186.777457,-3.715830,0.997221,0.491853
9 Jan 2027 03:07:06.093,-34339.035509,26839.706007,13519.430382,-3.609382,0.911782,0.448802
9 Jan 2027 03:19:52.941,-37065.752414,27507.310301,13847.680947,-3.503647,0.831248,0.408245
9 Jan 2027 03:33:43.620,-39931.943739,28165.552821,14170.564713,-3.398739,0.755343,0.370042
9 Jan 2027 03:48:43.554,-42943.098080,28812.373828,14487.009343,-3.294756,0.683805,0.334059
9 Jan 2027 04:04:58.593,-46104.654144,29445.478709,14795.823112,-3.191777,0.616388,0.300171
9 Jan 2027 04:22:35.058,-49422.006758,30062.333575,15095.692634,-3.089867,0.552862,0.268260
9 Jan 2027 04:41:39.757,-52900.406265,30660.139529,15385.170195,-2.989075,0.493009,0.238214
9 Jan 2027 05:02:20.039,-56544.965799,31235.828124,15662.671407,-2.889437,0.436624,0.209930
9 Jan 2027 05:24:43.797,-60360.501750,31786.029201,15926.459518,-2.790979,0.383514,0.183308
9 Jan 2027 05:48:59.545,-64351.579574,32307.072699,16174.646138,-2.693716,0.333497,0.158255
9 Jan 2027 06:15:16.418,-68522.322302,32794.955342,16405.175096,-2.597653,0.286401,0.134686
9 Jan 2027 06:43:44.227,-72876.364267,33245.331112,16615.817789,-2.502786,0.242066,0.112517
9 Jan 2027 07:14:33.489,-77416.720258,33653.491805,16804.163846,-2.409103,0.200340,0.091672
9 Jan 2027 07:47:55.457,-82145.644345,34014.350019,16967.613065,-2.316586,0.161081,0.072078
9 Jan 2027 08:24:02.176,-87064.535567,34322.427833,17103.370061,-2.225209,0.124155,0.053667
9 Jan 2027 09:03:06.497,-92173.728007,34571.838811,17208.435999,-2.134938,0.089436,0.036375
9 Jan 2027 09:45:22.117,-97472.330021,34756.277997,17279.604192,-2.045734,0.056807,0.020143
9 Jan 2027 10:31:03.610,-102958.026271,34869.012701,17313.456259,-1.957553,0.026155,0.004914
9 Jan 2027 11:20:26.432,-108626.814672,34902.876452,17306.360175,-1.870343,-0.002621,-0.009365
9 Jan 2027 12:13:46.961,-114472.800656,34850.269371,17254.471345,-1.784048,-0.029618,-0.022742
9 Jan 2027 13:11:22.476,-120487.861637,34703.163357,17153.736686,-1.698603,-0.054928,-0.035263
9 Jan 2027 14:13:31.178,-126661.381119,34453.114817,16999.902252,-1.613941,-0.078633,-0.046970
9 Jan 2027 15:20:32.166,-132979.890084,34091.286037,16788.525653,-1.529986,-0.100811,-0.057903
9 Jan 2027 16:32:45.397,-139426.679274,33608.478657,16514.994769,-1.446656,-0.121534,-0.068098
9 Jan 2027 17:50:31.633,-145981.389735,32995.180354,16174.553279,-1.363863,-0.140868,-0.077588
9 Jan 2027 19:14:12.412,-152619.629460,32241.619853,15762.330319,-1.281508,-0.158873,-0.086402
9 Jan 2027 20:44:09.832,-159312.341077,31337.863945,15273.392597,-1.199488,-0.175603,-0.094569
9 Jan 2027 22:20:46.400,-166025.299914,30273.929340,14702.803513,-1.117688,-0.191105,-0.102111
10 Jan 2027 00:04:25.050,-172718.801423,29039.878077,14045.673075,-1.035984,-0.205422,-0.109051
10 Jan 2027 01:55:28.612,-179346.743468,27626.037114,13297.273662,-0.954239,-0.218589,-0.115405
10 Jan 2027 03:54:19.665,-185856.216948,26023.177490,12453.133013,-0.872302,-0.230635,-0.121187
10 Jan 2027 06:01:20.046,-192186.792995,24222.792080,11509.178722,-0.790009,-0.241582,-0.126408
10 Jan 2027 08:16:50.462,-198270.002558,22217.386430,10461.888570,-0.707175,-0.251442,-0.131073
10 Jan 2027 10:41:09.777,-204028.662028,20000.884794,9308.500175,-0.623597,-0.260221,-0.135184
10 Jan 2027 13:14:34.669,-209376.588438,17568.984252,8047.192539,-0.539041,-0.267913,-0.138738
10 Jan 2027 15:57:18.706,-214218.031048,14919.697632,6677.364945,-0.453244,-0.274500,-0.141724
10 Jan 2027 18:49:32.822,-218447.865717,12053.561263,5199.741918,-0.365893,-0.279951,-0.144125
10 Jan 2027 21:51:26.572,-221951.484517,8973.640750,3616.376635,-0.276599,-0.284220,-0.145915
11 Jan 2027 01:03:15.587,-224604.790162,5683.800854,1929.769961,-0.184821,-0.287236,-0.147056
11 Jan 2027 04:25:41.345,-226270.535090,2183.475541,140.223034,-0.089691,-0.288898,-0.147495
11 Jan 2027 08:00:48.128,-226781.321532,-1547.962688,-1762.048994,0.010466,-0.289040,-0.147137
11 Jan 2027 11:25:51.449,-226065.475768,-5097.031717,-3566.189872,0.105986,-0.287637,-0.146012
11 Jan 2027 14:34:18.326,-224367.221926,-8335.609430,-5208.007478,0.194604,-0.284992,-0.144285
11 Jan 2027 17:31:40.870,-221846.271156,-11349.842091,-6732.053988,0.279431,-0.281247,-0.142013
11 Jan 2027 20:20:03.515,-218608.773688,-14168.091809,-8153.227425,0.361852,-0.276468,-0.139226
11 Jan 2027 23:00:14.883,-214744.960208,-16798.594828,-9476.109201,0.442587,-0.270694,-0.135939
12 Jan 2027 01:32:34.784,-210338.793551,-19242.887275,-10701.842058,0.522066,-0.263950,-0.132164
12 Jan 2027 03:57:13.306,-205469.731279,-21501.159531,-11830.864131,0.600578,-0.256251,-0.127906
12 Jan 2027 06:14:18.431,-200212.535594,-23574.270816,-12863.933972,0.678348,-0.247604,-0.123169
12 Jan 2027 08:23:58.868,-194636.837616,-25464.377888,-13802.448814,0.755561,-0.238008,-0.117951
12 Jan 2027 10:26:25.128,-188806.686517,-27175.053803,-14648.503115,0.832375,-0.227456,-0.112248
12 Jan 2027 12:21:49.420,-182780.558027,-28711.097781,-15404.791772,0.908935,-0.215934,-0.106052
12 Jan 2027 14:10:25.524,-176611.336908,-30078.345443,-16074.513419,0.985369,-0.203423,-0.099353
12 Jan 2027 15:52:28.496,-170346.450421,-31283.449950,-16661.259552,1.061796,-0.189898,-0.092138
12 Jan 2027 17:28:14.204,-164028.252626,-32333.648104,-17168.897075,1.138325,-0.175329,-0.084391
12 Jan 2027 18:57:59.170,-157694.181120,-33236.607306,-17601.491049,1.215056,-0.159681,-0.076093
12 Jan 2027 20:22:00.269,-151377.110229,-34000.259613,-17963.221701,1.292083,-0.142914,-0.067224
12 Jan 2027 21:40:34.455,-145105.752550,-34632.662178,-18258.315089,1.369492,-0.124984,-0.057762
12 Jan 2027 22:53:58.670,-138904.876375,-35141.901259,-18490.995151,1.447363,-0.105842,-0.047680
13 Jan 2027 00:02:29.585,-132795.782030,-35535.988172,-18665.432775,1.525772,-0.085434,-0.036951
13 Jan 2027 01:06:23.571,-126796.497084,-35822.798485,-18785.715669,1.604787,-0.063701,-0.025546
13 Jan 2027 02:05:56.552,-120922.155977,-36010.008758,-18855.817780,1.684473,-0.040581,-0.013430
13 Jan 2027 03:01:23.968,-115185.232431,-36105.054453,-18879.578859,1.764888,-0.016006,-0.000571
13 Jan 2027 03:53:00.699,-109595.842960,-36115.094048,-18860.687496,1.846088,0.010097,0.013070
13 Jan 2027 04:41:01.029,-104161.995356,-36046.984611,-18802.669738,1.928122,0.037806,0.027532
13 Jan 2027 05:25:38.626,-98889.811411,-35907.264484,-18708.881238,2.011037,0.067204,0.042857
13 Jan 2027 06:07:06.515,-93783.765926,-35702.143133,-18582.503109,2.094871,0.098379,0.059092
13 Jan 2027 06:45:37.095,-88846.837736,-35437.494028,-18426.538947,2.179662,0.131425,0.076284
13 Jan 2027 07:21:22.116,-84080.739269,-35118.855192,-18243.816095,2.265441,0.166443,0.094484
13 Jan 2027 07:54:32.701,-79486.050544,-34751.430366,-18036.986813,2.352233,0.203538,0.113746
13 Jan 2027 08:25:19.351,-75062.383387,-34340.095152,-17808.532111,2.440060,0.242822,0.134127
13 Jan 2027 08:53:51.966,-70808.504057,-33889.403540,-17560.765598,2.528935,0.284416,0.155689
13 Jan 2027 09:20:19.857,-66722.470872,-33403.598795,-17295.839617,2.618868,0.328443,0.178495
13 Jan 2027 09:44:51.774,-62801.725587,-32886.622227,-17015.750106,2.709860,0.375039,0.202613
13 Jan 2027 10:07:35.921,-59043.210214,-32342.127113,-16722.344181,2.801908,0.424344,0.228115
13 Jan 2027 10:28:39.987,-55443.434114,-31773.488305,-16417.325324,2.894998,0.476506,0.255077
13 Jan 2027 10:48:11.164,-51998.567957,-31183.817135,-16102.261375,2.989110,0.531684,0.283579
13 Jan 2027 11:06:16.175,-48704.502261,-30575.972691,-15778.590517,3.084213,0.590043,0.313705
13 Jan 2027 11:23:01.294,-45556.921221,-29952.577043,-15447.629359,3.180268,0.651760,0.345545
13 Jan 2027 11:38:32.377,-42551.334878,-29316.023864,-15110.577451,3.277222,0.717018,0.379193
