"TIME HISTORY","FOR SEGMENT","2","","","","","","","",""
"31Rp_27058.92","","","","","","","","","",""
"","","","","","","","","","",""
"EPHEMERIS TIME (s)","JULIAN DATE (day)","SIM TIME (day)","SEG TIME (day)","Rx(km)[J2000-EARTH]","Ry(km)[J2000-EARTH]","Rz(km)[J2000-EARTH]","Vx(km/s)[J2000-EARTH]","Vy(km/s)[J2000-EARTH]","Vz(km/s)[J2000-EARTH]","MASS (kg)"
"","","","","","","","","","",""
" 0.00000000000000000E+00"," 2.45154500000000000E+06"," 0.00000000000000000E+00"," 0.00000000000000000E+00"," 2.70589231605200039E+04"," 0.00000000000000000E+00"," 0.00000000000000000E+00"," 0.00000000000000000E+00"," 4.84429243668394793E+00"," 1.95722119003521056E+00"," 1.00000000000000000E+03"
" 5.06389306088369247E-07"," 2.45154500000000000E+06"," 5.86098733898575505E-12"," 5.86098733898575505E-12"," 2.70589231605200039E+04"," 2.45309788550151986E-06"," 9.91115880283382635E-07","-2.75677470818911312E-10"," 4.84429243668394793E+00"," 1.95722119003521056E+00"," 1.00000000000000000E+03"
" 1.01277861217673849E-06"," 2.45154500000000000E+06"," 1.17219746779715101E-11"," 1.17219746779715101E-11"," 2.70589231605200039E+04"," 4.90619577100303973E-06"," 1.98223176056676527E-06","-5.51354941637822624E-10"," 4.84429243668394793E+00"," 1.95722119003521056E+00"," 1.00000000000000000E+03"
" 5.06490583949586841E-03"," 2.45154500000005867E+06"," 5.86215953645355119E-08"," 5.86215953645355119E-08"," 2.70589231605130226E+04"," 2.45358850507830344E-02"," 9.91314103459311341E-03","-2.75732606312948470E-06"," 4.84429243668269738E+00"," 1.95722119003470540E+00"," 1.00000000000000000E+03"
" 1.01287989003795605E-02"," 2.45154500000011735E+06"," 1.17231468754393049E-07"," 1.17231468754393049E-07"," 2.70589231604920788E+04"," 4.90668639057824096E-02"," 1.98242998374205462E-02","-5.51410077131226781E-06"," 4.84429243667894838E+00"," 1.95722119003319062E+00"," 1.00000000000000000E+03"
" 1.51926919612632525E-02"," 2.45154500000017602E+06"," 1.75841342144250600E-07"," 1.75841342144250600E-07"," 2.70589231604571760E+04"," 7.35978427607564684E-02"," 2.97354586402377476E-02","-8.27087547948492506E-06"," 4.84429243667270004E+00"," 1.95722119003066597E+00"," 1.00000000000000000E+03"
" 6.58316225701001817E-02"," 2.45154500000076182E+06"," 7.61940076042826161E-07"," 7.61940076042826161E-07"," 2.70589231593403456E+04"," 3.18907631306383776E-01"," 1.28847046666747955E-01","-3.58386225595661666E-05"," 4.84429243647275687E+00"," 1.95722118994988370E+00"," 1.00000000000000000E+03"
" 1.16470553178937106E-01"," 2.45154500000134809E+06"," 1.34803880994140164E-06"," 1.34803880994140164E-06"," 2.70589231568275172E+04"," 5.64217419835505440E-01"," 2.27958634686589445E-01","-6.34063696330452911E-05"," 4.84429243602289095E+00"," 1.95722118976812620E+00"," 1.00000000000000000E+03"
" 1.67109483787774016E-01"," 2.45154500000193436E+06"," 1.93413754383997691E-06"," 1.93413754383997691E-06"," 2.70589231529186873E+04"," 8.09527208335518611E-01"," 3.27070222694670287E-01","-9.09741166948810804E-05"," 4.84429243532310227E+00"," 1.95722118948539325E+00"," 1.00000000000000000E+03"
" 2.17748414396610940E-01"," 2.45154500000252016E+06"," 2.52023627773855239E-06"," 2.52023627773855239E-06"," 2.70589231476138557E+04"," 1.05483699679376741E+00"," 4.26181810685877183E-01","-1.18541863740011266E-04"," 4.84429243437339085E+00"," 1.95722118910168508E+00"," 1.00000000000000000E+03"
" 7.24137720484980263E-01"," 2.45154500000838144E+06"," 8.38122361672430763E-06"," 8.38122361672430763E-06"," 2.70589230177854624E+04"," 3.50793487629493006E+00"," 1.41729768854495775E+00","-3.94219332158803895E-04"," 4.84429241113053344E+00"," 1.95722117971096088E+00"," 1.00000000000000000E+03"
" 1.23052702657334967E+00"," 2.45154500001424225E+06"," 1.42422109557100641E-05"," 1.42422109557100641E-05"," 2.70589227483569484E+04"," 5.96103273769825037E+00"," 2.40841355909203569E+00","-6.69896793338535610E-04"," 4.84429236289540999E+00"," 1.95722116022270631E+00"," 1.00000000000000000E+03"
" 1.73691633266171896E+00"," 2.45154500002010306E+06"," 2.01031982946958190E-05"," 2.01031982946958190E-05"," 2.70589223393283173E+04"," 8.41413056834791107E+00"," 3.39952941721382951E+00","-9.45574242216932733E-04"," 4.84429228966802405E+00"," 1.95722113063692182E+00"," 1.00000000000000000E+03"
" 2.24330563875008826E+00"," 2.45154500002596434E+06"," 2.59641856336815772E-05"," 2.59641856336815772E-05"," 2.70589217906995800E+04"," 1.08672283555881020E+01"," 4.39064525779705761E+00","-1.22125167373172299E-03"," 4.84429219144837830E+00"," 1.95722109095360897E+00"," 1.00000000000000000E+03"
" 7.30719869963378166E+00"," 2.45154500008457387E+06"," 8.45740590235391287E-05"," 8.45740590235391287E-05"," 2.70589086264105754E+04"," 3.53982010561919296E+01"," 1.43018015740872979E+01","-3.97802392018389590E-03"," 4.84428983467949870E+00"," 1.95722013875717327E+00"," 1.00000000000000000E+03"
" 1.23710917605174746E+01"," 2.45154500014318386E+06"," 1.43183932413396697E-04"," 1.43183932413396697E-04"," 2.70588815021383380E+04"," 5.99291554944798435E+01"," 2.42129505119229513E+01","-6.73478886180089217E-03"," 4.84428497869665531E+00"," 1.95721817681275234E+00"," 1.00000000000000000E+03"
" 1.74349848214011658E+01"," 2.45154500020179385E+06"," 2.01793805803254225E-04"," 2.01793805803254225E-04"," 2.70588404179324207E+04"," 8.44600790147483167E+01"," 3.41240869580678989E+01","-9.49154143638889988E-03"," 4.84427762352147706E+00"," 1.95721520512908498E+00"," 1.00000000000000000E+03"
" 2.24988778822848587E+01"," 2.45154500026040385E+06"," 2.60403679193111780E-04"," 2.60403679193111780E-04"," 2.70587853738682643E+04"," 1.08990958961443766E+02"," 4.40352057993465991E+01","-1.22482765818502943E-02"," 4.84426776918689406E+00"," 1.95721122371947520E+00"," 1.00000000000000000E+03"
" 7.31378084911217883E+01"," 2.45154500084650237E+06"," 8.46502413091687329E-04"," 8.46502413091687329E-04"," 2.70574671840554802E+04"," 3.54294577857864510E+02"," 1.43144301125773239E+02","-3.98135560262832672E-02"," 4.84403179085411395E+00"," 1.95711588228430289E+00"," 1.00000000000000000E+03"
