"Time (UTCG)","x (km)","y (km)","z (km)"
13 Jan 2027 06:19:09.296,-49214.348985,-28170.518137,-14687.312339
13 Jan 2027 06:38:11.313,-45860.821490,-27747.816716,-14449.284464
13 Jan 2027 06:55:37.942,-42665.194913,-27286.484878,-14192.635247
13 Jan 2027 07:11:37.615,-39622.693972,-26791.615601,-13919.927634
13 Jan 2027 07:26:18.000,-36728.217450,-26267.754761,-13633.443598
13 Jan 2027 07:39:46.064,-33976.471911,-25718.955969,-13335.212984
13 Jan 2027 07:52:08.124,-31362.111202,-25148.839736,-13027.044588
13 Jan 2027 08:03:29.944,-28879.676980,-24560.609465,-12710.533901
13 Jan 2027 08:13:56.765,-26523.733574,-23957.104049,-12387.090819
13 Jan 2027 08:23:33.367,-24288.862475,-23340.818907,-12057.950318
13 Jan 2027 08:32:24.105,-22169.724869,-22713.941210,-11724.190827
13 Jan 2027 08:40:32.951,-20161.079820,-22078.373029,-11386.746141
13 Jan 2027 08:48:03.536,-18257.778589,-21435.744037,-11046.411850
13 Jan 2027 08:54:59.172,-16454.822854,-20787.443167,-10703.861865
13 Jan 2027 09:01:22.890,-14747.340258,-20134.621933,-10359.649940
13 Jan 2027 09:07:17.468,-13130.584631,-19478.201490,-10014.213267
13 Jan 2027 09:12:45.453,-11599.949899,-18818.882427,-9667.877559
13 Jan 2027 09:17:49.183,-10150.973369,-18157.148230,-9320.858822
13 Jan 2027 09:22:30.811,-8779.318801,-17493.255528,-8973.258275
13 Jan 2027 09:26:52.330,-7480.743520,-16827.208754,-8625.049200
13 Jan 2027 09:30:55.591,-6251.091087,-16158.737304,-8276.065240
13 Jan 2027 09:34:42.323,-5086.269023,-15487.254195,-7925.979169
13 Jan 2027 09:38:14.172,-3982.123637,-14811.733758,-7574.239690
13 Jan 2027 09:41:32.724,-2934.393500,-14130.595581,-7220.011945
13 Jan 2027 09:44:15.729,-2066.000891,-13532.149171,-6909.134874
13 Jan 2027 09:46:58.992,-1190.202960,-12892.849548,-6577.379795
13 Jan 2027 09:49:07.821,-496.131624,-12357.036932,-6299.592316
13 Jan 2027 09:50:57.413,95.301276,-11877.257267,-6051.053244
13 Jan 2027 09:52:22.613,555.013833,-11487.769193,-5849.422372
13 Jan 2027 09:53:48.000,1014.973856,-11081.895902,-5639.434899
13 Jan 2027 09:55:30.218,1563.505935,-10574.102749,-5376.893985
13 Jan 2027 09:57:15.897,2126.555381,-10022.049778,-5091.688167
13 Jan 2027 09:58:39.997,2570.210635,-9561.542239,-4853.947679
13 Jan 2027 09:59:39.997,2883.585025,-9220.696261,-4678.081431
13 Jan 2027 10:01:21.637,3406.791942,-8618.242005,-4367.433534
13 Jan 2027 10:02:58.157,3891.960804,-8015.143600,-4056.705071
13 Jan 2027 10:04:28.121,4330.662714,-7424.067418,-3752.410238
13 Jan 2027 10:05:52.259,4725.924888,-6844.647875,-3454.342768
13 Jan 2027 10:07:11.361,5081.131019,-6275.484837,-3161.766674
13 Jan 2027 10:08:26.141,5399.267119,-5715.060077,-2873.888542
13 Jan 2027 10:09:37.372,5683.398229,-5160.768400,-2589.360325
13 Jan 2027 10:10:45.690,5935.747179,-4610.452403,-2307.068068
13 Jan 2027 10:11:51.745,6158.248090,-4061.341729,-2025.587385
13 Jan 2027 10:12:56.198,6352.386879,-3510.108186,-1743.212685
13 Jan 2027 10:13:59.765,6519.155111,-2952.536916,-1457.789904
13 Jan 2027 10:15:03.200,6658.764468,-2383.734270,-1166.824566
13 Jan 2027 10:16:06.505,6769.226287,-1805.525411,-871.263435
13 Jan 2027 10:17:07.833,6846.984159,-1237.318025,-581.029017
13 Jan 2027 10:18:07.581,6893.768635,-678.278165,-295.687225
13 Jan 2027 10:19:06.232,6911.083071,-126.464218,-14.240742
13 Jan 2027 10:19:53.158,6904.275218,315.675720,211.117185
13 Jan 2027 10:20:43.045,6876.924543,784.917753,450.140446
13 Jan 2027 10:21:38.405,6822.637415,1303.031971,713.878146
13 Jan 2027 10:22:34.670,6742.351137,1825.014261,979.390868
13 Jan 2027 10:23:33.656,6632.125286,2365.382017,1254.047502
13 Jan 2027 10:24:35.740,6488.924741,2924.656845,1538.088103
13 Jan 2027 10:25:40.130,6313.078287,3492.655122,1826.320586
13 Jan 2027 10:26:47.216,6102.882969,4069.806776,2118.948677
13 Jan 2027 10:27:55.447,5863.763654,4640.272245,2407.936942
13 Jan 2027 10:29:02.063,5608.491939,5180.380718,2681.315631
13 Jan 2027 10:30:09.104,5332.546776,5706.742140,2947.517796
13 Jan 2027 10:31:17.610,5033.462386,6226.721560,3210.278928
13 Jan 2027 10:32:28.291,4709.348863,6744.470010,3471.700365
13 Jan 2027 10:33:41.766,4358.278367,7262.977439,3733.291202
13 Jan 2027 10:34:58.600,3978.307634,7784.427541,3996.149391
13 Jan 2027 10:36:19.361,3567.320026,8310.636546,4261.184211
13 Jan 2027 10:37:44.619,3123.104882,8843.056215,4529.118428
13 Jan 2027 10:39:14.959,2643.352562,9382.869050,4800.536800
13 Jan 2027 10:40:50.985,2125.682569,9931.019812,5075.902369
13 Jan 2027 10:42:32.012,1574.849616,10481.270389,5352.072736
13 Jan 2027 10:43:08.104,1376.922669,10671.671579,5447.576307
13 Jan 2027 10:44:08.104,1046.968612,10981.299819,5602.818459
13 Jan 2027 10:46:22.115,307.560809,11643.384876,5934.505937
13 Jan 2027 10:48:43.588,-474.112964,12301.882450,6264.027465
13 Jan 2027 10:51:16.433,-1317.015231,12971.529613,6598.746843
13 Jan 2027 10:54:01.151,-2221.009628,13649.920061,6937.439147
13 Jan 2027 10:56:58.339,-3186.221677,14335.226937,7279.172825
13 Jan 2027 11:00:08.668,-4212.954801,15026.023190,7623.218740
13 Jan 2027 11:03:32.988,-5302.267412,15721.556526,7969.185757
13 Jan 2027 11:07:12.357,-6456.092095,16421.665434,8316.976983
13 Jan 2027 11:11:08.033,-7677.130074,17126.580998,8666.689572
13 Jan 2027 11:15:21.454,-8968.674112,17836.735181,9018.518388
13 Jan 2027 11:19:54.224,-10334.464211,18552.630688,9372.690819
13 Jan 2027 11:24:48.110,-11778.602519,19274.769771,9729.431154
13 Jan 2027 11:30:05.047,-13305.509182,20003.617882,10088.942420
13 Jan 2027 11:35:47.142,-14919.873294,20739.572557,10451.390900
13 Jan 2027 11:41:56.688,-16626.650754,21482.958818,10816.903822
13 Jan 2027 11:48:36.181,-18431.071296,22234.028398,11185.568908
13 Jan 2027 11:55:48.328,-20338.600458,22992.940508,11557.424871
13 Jan 2027 12:03:36.077,-22354.995417,23759.781338,11932.470927
13 Jan 2027 12:12:02.630,-24486.277079,24534.547791,12310.658720
13 Jan 2027 12:21:11.470,-26738.756792,25317.152511,12691.894681
13 Jan 2027 12:31:06.380,-29119.021169,26107.412679,13076.034437
13 Jan 2027 12:41:51.473,-31633.954490,26905.051770,13462.883539
13 Jan 2027 12:53:31.217,-34290.731461,27709.690461,13852.192878
13 Jan 2027 13:06:10.477,-37096.864833,28520.853530,14243.661839
13 Jan 2027 13:19:54.528,-40060.133561,29337.940640,14636.923968
13 Jan 2027 13:34:49.114,-43188.671183,30160.243712,15031.555142
13 Jan 2027 13:51:00.463,-46490.881888,30986.915149,15427.058030
13 Jan 2027 14:08:35.349,-49975.511588,31816.977969,15822.866701
13 Jan 2027 14:27:41.123,-53651.596661,32649.303308,16218.335565
13 Jan 2027 14:48:25.761,-57528.459433,33482.600744,16612.734476
13 Jan 2027 15:10:57.922,-61615.719361,34315.411223,17005.245040
13 Jan 2027 15:35:27.004,-65923.280050,35146.093781,17394.953953
13 Jan 2027 16:02:03.179,-70461.241520,35972.798786,17780.840047
13 Jan 2027 16:30:57.505,-75240.017523,36793.479524,18161.779285
13 Jan 2027 17:02:21.929,-80270.123663,37605.843386,18536.521535
13 Jan 2027 17:36:29.401,-85562.262623,38407.357671,18903.692865
13 Jan 2027 18:13:33.955,-91127.287295,39195.231276,19261.786500
13 Jan 2027 18:53:50.738,-96976.017831,39966.377539,19609.145316
13 Jan 2027 19:37:36.127,-103119.264946,40717.408969,19943.958973
13 Jan 2027 20:25:07.843,-109567.808767,41444.622346,20264.256485
13 Jan 2027 21:16:44.989,-116332.180208,42143.961672,20567.889048
13 Jan 2027 22:12:48.171,-123422.615886,42811.004466,20852.523410
13 Jan 2027 23:13:39.607,-130848.953240,43440.940630,21115.631916
14 Jan 2027 00:19:43.191,-138620.409799,44028.543080,21354.479264
14 Jan 2027 01:31:24.646,-146745.518228,44568.153582,21566.115796
14 Jan 2027 02:49:11.617,-155231.906993,45053.656495,21747.365827
14 Jan 2027 04:13:33.747,-164086.030510,45478.453890,21894.817068
14 Jan 2027 05:45:02.783,-173312.933547,45835.447067,22004.813052
14 Jan 2027 07:24:12.729,-182916.061281,46117.021376,22073.446868
14 Jan 2027 09:11:39.918,-192896.898248,46315.026614,22096.553997
14 Jan 2027 11:08:03.113,-203254.631615,46420.763923,22069.708251
14 Jan 2027 13:14:03.498,-213985.629838,46424.976885,21988.221310
14 Jan 2027 15:30:24.913,-225083.250999,46317.850467,21847.143666
14 Jan 2027 17:57:53.808,-236537.206068,46089.011885,21641.270035
14 Jan 2027 20:37:19.157,-248332.884428,45727.548612,21365.153785
14 Jan 2027 23:29:32.734,-260451.109851,45222.022937,21013.116257
15 Jan 2027 02:35:28.743,-272867.074552,44560.520456,20579.279787
15 Jan 2027 05:56:04.095,-285550.036740,43730.683507,20057.587088
15 Jan 2027 09:32:17.887,-298462.105612,42719.803801,19441.857933
15 Jan 2027 13:25:11.296,-311557.529589,41514.914187,18725.841455
15 Jan 2027 17:35:47.498,-324781.969546,40102.890382,17903.273648
15 Jan 2027 22:05:10.913,-338071.174730,38470.635186,16967.981556
16 Jan 2027 02:54:26.718,-351350.004168,36605.272271,15913.989644
16 Jan 2027 08:04:40.063,-364531.276638,34494.399517,14735.657847
16 Jan 2027 13:36:54.980,-377514.533767,32126.413421,13427.856520
16 Jan 2027 19:32:13.543,-390185.123655,29490.842234,11986.143327
17 Jan 2027 01:51:33.931,-402412.785239,26578.852395,10407.032328
17 Jan 2027 08:35:47.965,-414050.395193,23383.880941,8688.325989
17 Jan 2027 15:45:39.117,-424933.450392,19902.261075,6829.437984
17 Jan 2027 23:21:39.312,-434879.504742,16134.055366,4831.822130
18 Jan 2027 07:24:05.965,-443688.430989,12083.907293,2699.404265
18 Jan 2027 15:53:01.643,-451143.915546,7761.555719,438.832734
19 Jan 2027 00:48:19.756,-457015.567758,3181.503576,-1940.706864
19 Jan 2027 10:10:18.355,-461060.835240,-1641.292457,-4429.702935
19 Jan 2027 20:01:41.781,-463014.719903,-6707.976747,-7026.673311
19 Jan 2027 23:54:35.262,-463141.195194,-8695.358639,-8040.334741
19 Jan 2027 23:55:35.262,-463140.953508,-8703.978575,-8044.739989
19 Jan 2027 23:57:24.758,-463140.479151,-8720.222580,-8053.118477
19 Jan 2027 23:59:56.144,-463139.751049,-8743.765301,-8065.426160
20 Jan 2027 00:03:16.014,-463138.657941,-8776.755103,-8082.966087
20 Jan 2027 00:07:07.860,-463137.196541,-8817.704584,-8105.155892
20 Jan 2027 00:11:20.950,-463135.357069,-8865.640097,-8131.640630
20 Jan 2027 00:16:02.281,-463133.004915,-8922.808987,-8163.845340
20 Jan 2027 00:19:53.826,-463130.820579,-8972.866448,-8192.524442

