"Time (UTCG)","x (km)","y (km)","z (km)"
8 Jan 2027 11:18:59.967,5298.228140,5581.666861,2863.713475
8 Jan 2027 11:20:11.042,4981.187094,6097.361648,3125.042447
8 Jan 2027 11:21:23.948,4638.643804,6605.660468,3382.482207
8 Jan 2027 11:22:12.397,4402.620702,6932.030670,3547.704251
8 Jan 2027 11:23:12.397,4102.360191,7323.752826,3745.930156
8 Jan 2027 11:24:32.754,3688.537591,7827.261236,4000.592722
8 Jan 2027 11:26:05.836,3195.597703,8381.511045,4280.743013
8 Jan 2027 11:27:34.389,2716.117073,8881.405049,4533.254840
8 Jan 2027 11:29:08.364,2198.876168,9384.433308,4787.187021
8 Jan 2027 11:30:48.037,1643.493054,9889.033041,5041.741802
8 Jan 2027 11:32:30.383,1068.401345,10378.332430,5288.407748
8 Jan 2027 11:34:14.145,482.480399,10846.757917,5524.386461
8 Jan 2027 11:35:57.503,-102.328974,11287.745778,5746.389116
8 Jan 2027 11:37:22.348,-582.298412,11631.980787,5919.575924
8 Jan 2027 11:38:47.094,-1060.968809,11960.866559,6084.947781
8 Jan 2027 11:40:36.265,-1675.714378,12363.965956,6287.507014
8 Jan 2027 11:42:38.427,-2360.138189,12789.560663,6501.207921
8 Jan 2027 11:44:53.728,-3112.835868,13232.105523,6723.232114
8 Jan 2027 11:47:21.917,-3929.757919,13685.098188,6950.285760
8 Jan 2027 11:50:03.309,-4809.630901,14144.245581,7180.188007
8 Jan 2027 11:52:58.479,-5752.219880,14606.153904,7411.211485
8 Jan 2027 11:56:08.214,-6758.026007,15067.999290,7641.915886
8 Jan 2027 11:59:33.448,-7827.893278,15527.225682,7870.995821
8 Jan 2027 12:03:15.272,-8963.014037,15981.473449,8097.244426
8 Jan 2027 12:07:14.911,-10164.754344,16428.446772,8319.486586
8 Jan 2027 12:11:31.620,-11424.389766,16862.471854,8534.872181
8 Jan 2027 12:16:05.715,-12738.609979,17280.530835,8741.879463
8 Jan 2027 12:20:56.962,-14101.536725,17679.247225,8938.815586
8 Jan 2027 12:25:29.532,-15346.995558,18014.579402,9103.998003
8 Jan 2027 12:30:57.489,-16808.682017,18374.910112,9280.939337
8 Jan 2027 12:36:46.713,-18322.984084,18712.500195,9446.062281
8 Jan 2027 12:42:59.203,-19892.717623,19026.156104,9598.746607
8 Jan 2027 12:49:36.746,-21519.081228,19314.089902,9738.076633
8 Jan 2027 12:56:41.234,-23203.032720,19574.287225,9863.022439
8 Jan 2027 13:04:14.692,-24945.340588,19804.520613,9972.446426
8 Jan 2027 13:12:19.265,-26746.465347,20002.334211,10065.096057
8 Jan 2027 13:20:57.248,-28606.602857,20165.051499,10139.607608
8 Jan 2027 13:30:11.094,-30525.630236,20289.766268,10194.501812
8 Jan 2027 13:40:03.408,-32502.999524,20373.332882,10228.179375
8 Jan 2027 13:50:36.969,-34537.723320,20412.364664,10238.920230
8 Jan 2027 14:01:54.745,-36628.321248,20403.226839,10224.880173
8 Jan 2027 14:13:59.917,-38772.779020,20342.027074,10184.086238
8 Jan 2027 14:27:05.450,-40994.889795,20222.849915,10113.419327
8 Jan 2027 14:41:20.488,-43302.047303,20038.123755,10008.990605
8 Jan 2027 14:56:35.317,-45650.029940,19784.729470,9869.410360
8 Jan 2027 15:12:54.170,-48033.187545,19457.647450,9692.147892
8 Jan 2027 15:30:21.069,-50443.571859,19051.768953,9474.637422
8 Jan 2027 15:49:00.192,-52871.821650,18561.857476,9214.254451
8 Jan 2027 16:08:55.861,-55306.995973,17982.588226,8908.336604
8 Jan 2027 16:30:12.533,-57736.405885,17308.594384,8554.207946
8 Jan 2027 16:52:54.747,-60145.358124,16534.547328,8149.220989
8 Jan 2027 17:17:07.134,-62517.015588,15655.216247,7690.787668
8 Jan 2027 17:42:54.333,-64832.085369,14665.594466,7176.445077
8 Jan 2027 18:10:20.970,-67068.620813,13561.008054,6603.911665
8 Jan 2027 18:39:31.560,-69201.708958,12337.293199,5971.178965
8 Jan 2027 19:10:30.553,-71203.332880,10990.896338,5276.563204
8 Jan 2027 19:43:22.218,-73041.990615,9519.108103,4518.826153
8 Jan 2027 20:18:10.750,-74682.493347,7920.164890,3697.227761
8 Jan 2027 20:55:00.580,-76085.679048,6193.215850,2811.510641
8 Jan 2027 21:33:57.676,-77208.094930,4337.534864,1861.500222
8 Jan 2027 22:13:48.536,-77980.306821,2418.116117,880.605449
8 Jan 2027 22:53:51.286,-78379.236353,477.496877,-109.408633
8 Jan 2027 23:28:45.775,-78421.175207,-1216.303412,-972.131434
9 Jan 2027 00:03:11.409,-78184.078596,-2882.436287,-1819.511596
9 Jan 2027 00:46:34.390,-77489.735982,-4966.596503,-2877.709553
9 Jan 2027 01:28:30.708,-76394.192032,-6954.192519,-3884.931177
9 Jan 2027 02:09:31.973,-74910.714697,-8860.763686,-4849.148852
9 Jan 2027 02:48:11.941,-73128.873669,-10612.586210,-5733.222354
9 Jan 2027 03:24:39.940,-71095.273431,-12213.561603,-6539.347619
9 Jan 2027 03:59:00.695,-68853.472722,-13665.385790,-7268.583793
9 Jan 2027 04:31:17.694,-66443.998229,-14970.056857,-7922.130313
9 Jan 2027 05:01:34.591,-63903.823393,-16130.754465,-8501.772388
9 Jan 2027 05:29:55.486,-61266.242378,-17151.846060,-9009.883587
9 Jan 2027 05:56:24.933,-58560.884716,-18038.698552,-9449.330002
9 Jan 2027 06:21:07.850,-55813.843004,-18797.439063,-9823.348979
9 Jan 2027 06:44:09.393,-53047.898420,-19434.718237,-10135.429596
9 Jan 2027 07:05:34.828,-50282.813552,-19957.503555,-10389.208723
9 Jan 2027 07:25:29.476,-47535.523048,-20372.932292,-10588.396992
9 Jan 2027 07:43:58.622,-44820.427470,-20688.170109,-10736.708106
9 Jan 2027 08:01:07.453,-42149.659938,-20910.306078,-10837.806579
9 Jan 2027 08:17:01.035,-39533.272498,-21046.275926,-10895.269475
9 Jan 2027 08:31:35.866,-37004.402729,-21102.603228,-10912.567931
9 Jan 2027 08:44:49.432,-34595.779675,-21088.347203,-10894.462562
9 Jan 2027 08:56:49.501,-32308.623927,-21013.510341,-10846.052514
9 Jan 2027 09:07:53.367,-30107.910661,-20884.643340,-10770.515890
9 Jan 2027 09:18:09.435,-27980.793191,-20706.199485,-10670.062527
9 Jan 2027 09:27:41.232,-25928.118407,-20482.555287,-10546.924823
9 Jan 2027 09:36:31.988,-23950.375519,-20217.771529,-10403.172778
9 Jan 2027 09:44:44.721,-22047.545454,-19915.592554,-10240.712949
9 Jan 2027 09:52:22.256,-20219.148000,-19579.451081,-10061.291112
9 Jan 2027 09:59:27.231,-18464.327831,-19212.479229,-9866.498259
9 Jan 2027 10:06:02.108,-16781.914295,-18817.517438,-9657.775414
9 Jan 2027 10:12:09.191,-15170.441920,-18397.113872,-9436.413411
9 Jan 2027 10:17:50.625,-13628.245034,-17953.541780,-9203.562157
9 Jan 2027 10:23:08.427,-12153.403905,-17488.776058,-8960.218456
9 Jan 2027 10:28:04.476,-10743.867465,-17004.516697,-8707.238489
9 Jan 2027 10:32:40.540,-9397.402823,-16502.158528,-8445.322175
9 Jan 2027 10:36:58.284,-8111.624706,-15982.777372,-8175.006241
9 Jan 2027 10:40:59.282,-6884.003102,-15447.101981,-7896.649954
9 Jan 2027 10:44:45.042,-5711.800690,-14895.441276,-7610.397763
9 Jan 2027 10:48:17.027,-4592.025416,-14327.589949,-7316.130989
9 Jan 2027 10:51:36.698,-3521.266525,-13742.632620,-7013.367303
9 Jan 2027 10:54:42.095,-2514.438493,-13150.222167,-6707.089754
9 Jan 2027 10:57:13.019,-1687.190485,-12628.595065,-6437.669325
9 Jan 2027 10:59:28.809,-938.382768,-12125.669104,-6178.123006
9 Jan 2027 11:01:28.482,-276.173380,-11653.416103,-5934.586025
9 Jan 2027 11:03:06.301,265.680887,-11245.428257,-5724.322589
9 Jan 2027 11:04:44.275,807.868650,-10815.399586,-5502.826541
9 Jan 2027 11:06:17.672,1323.125884,-10384.057441,-5280.778595
9 Jan 2027 11:08:00.303,1885.948989,-9884.166875,-5023.592246
9 Jan 2027 11:09:44.672,2452.536351,-9345.871460,-4746.818306
9 Jan 2027 11:11:28.412,3007.201142,-8778.586046,-4455.322086
9 Jan 2027 11:13:09.027,3533.832695,-8195.428193,-4155.857653
9 Jan 2027 11:14:43.046,4012.456657,-7619.225060,-3860.144116
9 Jan 2027 11:16:11.076,4445.368459,-7050.810295,-3568.596255
9 Jan 2027 11:17:33.889,4835.832980,-6489.445077,-3280.823514
9 Jan 2027 11:18:52.251,5187.055246,-5933.752884,-2996.110826
9 Jan 2027 11:19:15.997,5289.463133,-5760.590720,-2907.420367
9 Jan 2027 11:20:15.997,5538.915385,-5313.019069,-2678.248387
9 Jan 2027 11:21:26.783,5814.164044,-4766.500718,-2398.539863
9 Jan 2027 11:22:35.430,6058.664061,-4217.735199,-2117.820807
9 Jan 2027 11:23:42.352,6272.949754,-3665.671458,-1835.554687
9 Jan 2027 11:24:48.219,6457.963692,-3106.881440,-1549.992289
9 Jan 2027 11:25:53.777,6614.046308,-2536.937906,-1258.878427
9 Jan 2027 11:26:58.339,6738.090685,-1964.003221,-966.388889
9 Jan 2027 11:28:00.886,6828.298595,-1399.947434,-678.582843
9 Jan 2027 11:29:01.803,6886.394870,-844.240220,-395.185047
9 Jan 2027 11:30:01.539,6913.908081,-295.460256,-115.467186
9 Jan 2027 11:31:00.574,6911.960813,248.350557,161.570616
9 Jan 2027 11:31:57.133,6882.884529,768.611403,426.471000
9 Jan 2027 11:32:52.942,6828.420123,1279.305789,686.364138
9 Jan 2027 11:33:50.371,6746.336728,1800.141985,951.276189
9 Jan 2027 11:34:49.771,6634.740178,2331.942760,1221.613468
9 Jan 2027 11:35:52.441,6489.152840,2883.459758,1501.807685
9 Jan 2027 11:36:57.305,6310.429418,3442.102252,1785.445949
9 Jan 2027 11:38:04.739,6096.937104,4008.087659,2072.627522
9 Jan 2027 11:39:14.999,5847.466721,4580.379315,2362.815274
9 Jan 2027 11:40:24.558,5576.386914,5128.521715,2640.571174
9 Jan 2027 11:41:33.882,5285.333260,5656.050771,2907.705614
9 Jan 2027 11:42:44.302,4971.175748,6172.591827,3169.104853
9 Jan 2027 11:43:56.684,4631.615849,6683.374487,3427.420162
9 Jan 2027 11:44:15.997,4538.497256,6816.256014,3494.593485
9 Jan 2027 11:45:15.997,4243.280287,7220.001702,3698.619910
9 Jan 2027 11:46:46.371,3783.987541,7802.785817,3992.925685
9 Jan 2027 11:48:20.747,3289.240919,8380.252050,4284.313171
9 Jan 2027 11:50:00.434,2753.861400,8957.654754,4575.430089
9 Jan 2027 11:51:46.288,2174.838985,9536.577405,4867.066290
9 Jan 2027 11:53:39.220,1548.893517,10118.251250,5159.830690
9 Jan 2027 11:55:40.177,872.674580,10703.440343,5454.093848
9 Jan 2027 11:57:50.117,142.991980,11292.348798,5749.942036
9 Jan 2027 12:00:09.962,-642.843540,11884.492236,6047.113712
9 Jan 2027 12:02:40.543,-1486.661516,12478.623153,6344.963554
9 Jan 2027 12:05:22.574,-2389.277463,13072.842497,6642.520184
9 Jan 2027 12:08:16.684,-3350.702971,13664.921447,6938.648873
9 Jan 2027 12:11:23.505,-4370.679321,14252.715125,7232.259235
9 Jan 2027 12:14:43.768,-5449.229015,14834.448484,7522.447679
9 Jan 2027 12:18:18.363,-6586.964638,15408.773625,7808.524833
9 Jan 2027 12:22:08.350,-7785.095821,15974.648107,8089.953503
9 Jan 2027 12:26:14.954,-9045.332505,16531.188938,8366.274847
9 Jan 2027 12:30:39.552,-10369.740715,17077.539862,8637.041596
9 Jan 2027 12:35:23.663,-11760.615516,17612.777833,8901.771140
9 Jan 2027 12:40:28.945,-13220.391827,18135.856302,9159.917156
9 Jan 2027 12:45:57.199,-14751.589906,18645.573423,9410.853726
9 Jan 2027 12:51:50.367,-16356.732540,19140.538313,9653.858627
9 Jan 2027 12:58:10.541,-18038.313783,19619.160607,9888.108191
9 Jan 2027 13:04:59.978,-19798.788995,20079.646256,10112.675230
9 Jan 2027 13:12:21.100,-21640.494527,20519.974980,10326.518004
9 Jan 2027 13:20:16.511,-23565.637716,20937.898959,10528.479620
9 Jan 2027 13:28:49.003,-25576.234157,21330.928661,10717.281167
9 Jan 2027 13:38:01.575,-27674.091407,21696.329629,10891.520177
9 Jan 2027 13:47:57.433,-29860.712041,22031.104675,11049.662105
9 Jan 2027 13:58:40.010,-32137.268444,22331.991371,11190.039199
9 Jan 2027 14:10:12.970,-34504.510597,22595.449667,11310.844708
9 Jan 2027 14:22:40.230,-36962.730385,22817.658652,11410.131449
9 Jan 2027 14:36:05.964,-39511.654432,22994.505869,11485.806958
9 Jan 2027 14:50:34.604,-42150.325384,23121.581077,11535.630993
9 Jan 2027 15:06:10.857,-44877.027659,23194.176266,11557.215960
9 Jan 2027 15:22:59.725,-47689.207239,23207.284500,11548.026775
9 Jan 2027 15:41:06.485,-50583.269953,23155.600494,11505.382301
9 Jan 2027 16:00:36.698,-53554.462600,23033.530293,11426.460941
9 Jan 2027 16:21:36.225,-56596.758124,22835.201697,11308.306605
9 Jan 2027 16:44:11.184,-59702.589534,22554.488789,11147.842692
9 Jan 2027 17:08:27.987,-62862.773998,22185.031876,10941.882682
9 Jan 2027 17:34:33.276,-66066.195834,21720.284253,10687.155729
9 Jan 2027 18:02:33.947,-69299.683850,21153.548830,10380.326014
9 Jan 2027 18:32:37.066,-72547.662119,20478.056245,10018.034482
9 Jan 2027 19:04:49.881,-75791.992092,19687.025543,9596.930641
9 Jan 2027 19:39:19.739,-79011.632288,18773.770991,9113.728868
9 Jan 2027 20:16:13.995,-82182.309918,17731.834696,8565.277792
9 Jan 2027 20:55:40.007,-85276.320959,16555.097282,7948.617785
9 Jan 2027 21:37:44.969,-88262.096444,15237.984371,7261.088547
9 Jan 2027 22:22:35.849,-91103.931486,13775.649697,6500.423882
9 Jan 2027 23:10:19.326,-93761.679823,12164.180591,5664.858053
10 Jan 2027 00:01:01.759,-96190.421574,10400.812667,4753.236981
10 Jan 2027 00:54:49.310,-98340.124530,8484.086561,3765.099967
10 Jan 2027 01:51:48.497,-100155.246040,6413.782236,2700.648491
10 Jan 2027 02:52:07.345,-101573.846016,4190.535764,1560.556082
10 Jan 2027 03:55:59.004,-102525.793868,1814.029518,345.056882
10 Jan 2027 05:03:46.463,-102927.100462,-719.259401,-947.168871
10 Jan 2027 06:15:43.698,-102671.634119,-3403.017547,-2312.307232
10 Jan 2027 07:16:45.849,-101903.564795,-5661.980433,-3458.244882
10 Jan 2027 08:14:15.928,-100711.836040,-7764.280774,-4522.018013
10 Jan 2027 09:08:41.595,-99157.854337,-9721.484698,-5509.862689
10 Jan 2027 10:00:18.531,-97292.177060,-11539.216879,-6424.928332
10 Jan 2027 10:49:15.940,-95159.452851,-13220.310154,-7268.909408
10 Jan 2027 11:35:39.925,-92800.368502,-14766.728008,-8043.035348
10 Jan 2027 12:19:35.418,-90252.228241,-16180.602097,-8748.602131
10 Jan 2027 13:01:06.937,-87549.291631,-17464.567011,-9387.144644
10 Jan 2027 13:40:19.102,-84722.762806,-18621.938368,-9960.527318
10 Jan 2027 14:17:16.668,-81801.004604,-19656.626652,-10470.901457
10 Jan 2027 14:52:04.616,-78809.584704,-20573.083882,-10920.678336
10 Jan 2027 15:24:48.118,-75771.413639,-21376.191870,-11312.473091
10 Jan 2027 15:55:32.488,-72706.891361,-22071.153604,-11649.050230
10 Jan 2027 16:24:23.116,-69634.084694,-22663.388677,-11933.271385
10 Jan 2027 16:51:25.440,-66568.846857,-23158.452755,-12168.054986
10 Jan 2027 17:16:44.869,-63525.032153,-23561.950060,-12356.332902
10 Jan 2027 17:40:26.766,-60514.611459,-23879.475326,-12501.021540
10 Jan 2027 18:02:36.390,-57547.875084,-24116.552899,-12604.991976
10 Jan 2027 18:23:18.879,-54633.561555,-24278.595518,-12671.049696
10 Jan 2027 18:42:39.230,-51778.992941,-24370.868012,-12701.916871
10 Jan 2027 19:00:42.266,-48990.247671,-24398.457477,-12700.218148
10 Jan 2027 19:17:32.640,-46272.245929,-24366.253033,-12668.470823
10 Jan 2027 19:33:14.808,-43628.914295,-24278.929471,-12609.077441
10 Jan 2027 19:47:53.039,-41063.253550,-24140.935733,-12524.320319
10 Jan 2027 20:01:31.400,-38577.472945,-23956.488389,-12416.358972
10 Jan 2027 20:14:13.760,-36173.070955,-23729.567651,-12287.228547
10 Jan 2027 20:26:03.790,-33850.924598,-23463.916586,-12138.839921
10 Jan 2027 20:37:04.967,-31611.363766,-23163.041875,-11972.980509
10 Jan 2027 20:47:20.576,-29454.249334,-22830.217657,-11791.316661
10 Jan 2027 20:56:53.718,-27379.027768,-22468.488475,-11595.395468
10 Jan 2027 21:05:47.313,-25384.799525,-22080.676154,-11386.648653
10 Jan 2027 21:14:04.107,-23470.370454,-21669.386122,-11166.396075
10 Jan 2027 21:21:46.681,-21634.291261,-21237.012460,-10935.848526
10 Jan 2027 21:28:57.457,-19874.904360,-20785.745529,-10696.111875
10 Jan 2027 21:35:38.706,-18190.379413,-20317.578249,-10448.190466
10 Jan 2027 21:41:52.555,-16578.749198,-19834.313329,-10192.991002
10 Jan 2027 21:47:40.996,-15037.933272,-19337.567642,-9931.324901
10 Jan 2027 21:53:05.892,-13565.770914,-18828.779767,-9663.912323
10 Jan 2027 21:58:08.987,-12160.032894,-18309.210836,-9391.382665
10 Jan 2027 22:02:51.909,-10818.461949,-17779.955572,-9114.280409
10 Jan 2027 22:07:16.181,-9538.773753,-17241.939173,-8833.063532
10 Jan 2027 22:11:23.225,-8318.687686,-16695.924926,-8548.107561
10 Jan 2027 22:15:14.369,-7155.941615,-16142.515721,-8259.706419
10 Jan 2027 22:18:50.850,-6048.324982,-15582.164246,-7968.077796
10 Jan 2027 22:22:13.819,-4993.701291,-15015.179860,-7673.366780
10 Jan 2027 22:25:24.335,-3990.087771,-14441.770026,-7375.667391
10 Jan 2027 22:28:23.359,-3035.737846,-13862.097375,-7075.052115
10 Jan 2027 22:31:11.733,-2129.305057,-13276.409383,-6771.638866
10 Jan 2027 22:33:50.144,-1270.088482,-12685.271105,-6465.710917
10 Jan 2027 22:36:19.079,-458.319169,-12089.911978,-6157.895174
10 Jan 2027 22:38:38.808,304.733048,-11492.551077,-5849.328489
10 Jan 2027 22:40:49.459,1017.205207,-10896.348895,-5541.630665
10 Jan 2027 22:42:51.219,1677.818727,-10304.613452,-5236.493512
10 Jan 2027 22:44:44.515,2286.930043,-9719.740108,-4935.134917
10 Jan 2027 22:46:30.027,2846.589826,-9142.734488,-4638.055472
10 Jan 2027 22:48:08.576,3359.858775,-8573.428700,-4345.152399
10 Jan 2027 22:49:41.007,3830.080699,-8010.931212,-4055.952775
10 Jan 2027 22:51:08.129,4260.472535,-7453.928802,-3769.769632
10 Jan 2027 22:52:30.684,4653.888761,-6900.913881,-3485.819085
10 Jan 2027 22:53:49.349,5012.770080,-6350.246071,-3203.252003
10 Jan 2027 22:55:04.734,5339.085542,-5800.252443,-2921.205428
10 Jan 2027 22:55:39.997,5484.930562,-5535.402157,-2785.446954
10 Jan 2027 22:56:29.050,5679.785167,-5158.862383,-2592.506266
10 Jan 2027 22:57:23.747,5884.991608,-4727.862514,-2371.757662
10 Jan 2027 22:58:24.398,6095.987342,-4236.459523,-2120.198386
10 Jan 2027 22:59:29.150,6299.837715,-3696.724588,-1844.051693
10 Jan 2027 23:00:39.715,6493.943628,-3091.863762,-1534.776686
10 Jan 2027 23:01:40.305,6634.927949,-2559.901929,-1262.944565
10 Jan 2027 23:02:36.019,6741.906796,-2061.753887,-1008.535116
10 Jan 2027 23:03:29.064,6822.343281,-1580.716482,-762.997437
10 Jan 2027 23:04:20.382,6879.353096,-1110.339296,-523.028979
10 Jan 2027 23:05:10.565,6914.646192,-646.897944,-286.724102
10 Jan 2027 23:06:00.059,6929.209143,-187.768109,-52.741820
10 Jan 2027 23:06:49.241,6923.551523,269.165557,179.996730
10 Jan 2027 23:07:43.870,6893.755757,775.911531,437.959522
10 Jan 2027 23:08:38.554,6839.454443,1280.603231,694.719648
10 Jan 2027 23:09:33.728,6760.475265,1785.480837,951.414837
10 Jan 2027 23:10:29.885,6656.080901,2293.212722,1209.397413
10 Jan 2027 23:11:27.595,6524.840500,2806.942656,1470.257431
10 Jan 2027 23:12:27.600,6364.265400,3330.957153,1736.160160
10 Jan 2027 23:13:31.067,6169.748568,3872.542723,2010.785105
10 Jan 2027 23:14:40.592,5930.282230,4449.547904,2303.149678
10 Jan 2027 23:15:44.668,5687.759955,4965.393429,2564.328875
10 Jan 2027 23:16:42.260,5453.930578,5415.581649,2792.111169
10 Jan 2027 23:17:33.623,5234.122961,5806.196476,2989.633316
10 Jan 2027 23:18:30.426,4980.035176,6226.230026,3201.908031
10 Jan 2027 23:19:34.812,4679.738747,6687.297185,3434.770793
10 Jan 2027 23:20:39.997,4364.208644,7138.108397,3662.300629
10 Jan 2027 23:21:39.997,4065.075691,7539.129034,3864.571593
10 Jan 2027 23:23:00.412,3653.311093,8056.230507,4125.210667
10 Jan 2027 23:24:24.541,3211.691201,8573.334223,4385.642487
10 Jan 2027 23:25:51.818,2744.385510,9085.370822,4643.313112
10 Jan 2027 23:27:25.462,2235.149301,9608.789849,4906.492179
10 Jan 2027 23:29:05.563,1684.351069,10140.570440,5173.643336
10 Jan 2027 23:30:48.570,1112.934341,10660.054330,5434.385803
10 Jan 2027 23:32:33.331,528.980197,11161.734225,5685.969821
10 Jan 2027 23:34:18.100,-56.221696,11638.659939,5924.932545
10 Jan 2027 23:35:37.868,-501.776448,11986.343578,6099.008302
10 Jan 2027 23:36:57.474,-945.912554,12320.882377,6266.396672
10 Jan 2027 23:38:45.694,-1548.196959,12757.026533,6484.464094
10 Jan 2027 23:40:47.239,-2221.737220,13223.122773,6717.302192
10 Jan 2027 23:43:02.572,-2967.111606,13714.993891,6962.779260
10 Jan 2027 23:45:31.290,-3779.707308,14225.532827,7217.306655
10 Jan 2027 23:48:13.724,-4658.610575,14750.690226,7478.828221
10 Jan 2027 23:51:10.492,-5604.108021,15287.496400,7745.829678
10 Jan 2027 23:54:22.433,-6617.294133,15833.653727,8017.133644
10 Jan 2027 23:57:50.574,-7699.852539,16387.294376,8291.777697
11 Jan 2027 00:01:36.103,-8853.867257,16946.797903,8568.922737
11 Jan 2027 00:05:40.366,-10081.757166,17510.700912,8847.807414
11 Jan 2027 00:10:03.127,-11377.722906,18074.033323,9125.940071
11 Jan 2027 00:14:43.083,-12731.024425,18630.572646,9400.224661
11 Jan 2027 00:19:41.841,-14145.212349,19180.570991,9670.765904
11 Jan 2027 00:25:01.060,-15623.599565,19723.948152,9937.500860
11 Jan 2027 00:29:54.414,-16953.893472,20187.443809,10164.555196
11 Jan 2027 00:35:57.412,-18564.441018,20718.750468,10424.249752
11 Jan 2027 00:42:25.465,-20245.064479,21240.865177,10678.789864
11 Jan 2027 00:49:21.552,-22002.805591,21754.220481,10928.348477
11 Jan 2027 00:56:47.986,-23841.006441,22257.813089,11172.392307
11 Jan 2027 01:04:47.278,-25763.106355,22750.486712,11410.309492
11 Jan 2027 01:13:22.141,-27772.577561,23230.908282,11641.397917
11 Jan 2027 01:22:35.510,-29872.921088,23697.561734,11864.862076
11 Jan 2027 01:32:30.576,-32067.703770,24148.748053,12079.812847
11 Jan 2027 01:43:10.791,-34360.474271,24582.557370,12285.253850
11 Jan 2027 01:54:39.889,-36754.734007,24996.855655,12480.074861
11 Jan 2027 02:07:01.950,-39254.040619,25389.290811,12663.054224
11 Jan 2027 02:20:21.389,-41861.833489,25757.248331,12832.837437
11 Jan 2027 02:34:43.019,-44581.499642,26097.847747,12987.934904
11 Jan 2027 02:50:12.075,-47416.286435,26407.912470,13126.707155
11 Jan 2027 03:06:54.268,-50369.289639,26683.948764,13247.354224
11 Jan 2027 03:24:55.818,-53443.352546,26922.113029,13347.899655
11 Jan 2027 03:44:23.513,-56641.017604,27118.183653,13426.176494
11 Jan 2027 04:05:23.390,-59960.883225,27267.396129,13479.767885
11 Jan 2027 04:27:59.136,-63394.079980,27364.636249,13506.129211
11 Jan 2027 04:52:17.903,-66939.357971,27405.053545,13502.798702
11 Jan 2027 05:18:27.208,-70594.301326,27383.471568,13467.156381
11 Jan 2027 05:46:35.038,-74355.421266,27294.395574,13396.427332
11 Jan 2027 06:16:49.825,-78217.911895,27132.014952,13287.684574
11 Jan 2027 06:49:20.561,-82175.692977,26890.197580,13137.845872
11 Jan 2027 07:24:16.710,-86220.995140,26562.502785,12943.683121
11 Jan 2027 08:01:48.238,-90344.197875,26142.194834,12701.830281
11 Jan 2027 08:42:05.669,-94533.680336,25622.251513,12408.788725
11 Jan 2027 09:25:20.045,-98775.469841,24995.395569,12060.945596
11 Jan 2027 10:11:42.883,-103052.887737,24254.141730,11654.600104
11 Jan 2027 11:01:26.180,-107346.259730,23390.843714,11185.989390
11 Jan 2027 11:54:42.398,-111632.562956,22397.755845,10651.322243
11 Jan 2027 12:51:44.422,-115885.006707,21267.116250,10046.824266
11 Jan 2027 13:52:45.445,-120072.504687,19991.273317,9368.805794
11 Jan 2027 14:57:59.021,-124159.316875,18562.775611,8613.710070
11 Jan 2027 16:07:38.815,-128104.306758,16974.591657,7778.230155
11 Jan 2027 17:21:58.492,-131860.358284,15220.317785,6859.418691
11 Jan 2027 18:41:11.727,-135373.819109,13294.370957,5854.789851
11 Jan 2027 20:05:32.032,-138583.673277,11192.294045,4762.480401
11 Jan 2027 21:35:13.190,-141420.909376,8910.861880,3581.307991
11 Jan 2027 23:08:34.555,-143765.523735,6498.155640,2336.567182
12 Jan 2027 00:42:51.952,-145521.420405,4034.012403,1069.568832
12 Jan 2027 02:16:37.210,-146670.632686,1567.660246,-194.491355
12 Jan 2027 03:33:37.373,-147175.737729,-462.867065,-1232.228345
12 Jan 2027 04:50:14.402,-147288.528853,-2481.750594,-2261.407090
12 Jan 2027 06:19:03.528,-146933.702389,-4813.285150,-3446.719675
12 Jan 2027 08:14:24.513,-145691.445488,-7813.877877,-4966.908482
12 Jan 2027 10:06:19.049,-143631.547997,-10678.664717,-6412.439100
12 Jan 2027 11:53:15.206,-140858.342472,-13355.940281,-7757.668416
12 Jan 2027 13:32:57.451,-137541.139467,-15782.570510,-8971.566919
12 Jan 2027 15:06:09.795,-133775.930703,-17974.608483,-10062.952384
12 Jan 2027 16:33:16.502,-129649.215013,-19941.482273,-11037.204611
12 Jan 2027 17:54:35.170,-125239.168654,-21691.370741,-11899.011792
12 Jan 2027 19:10:21.774,-120615.517428,-23233.025692,-12653.297895
12 Jan 2027 20:20:52.209,-115839.701249,-24576.111840,-13305.396925
12 Jan 2027 21:26:22.555,-110965.395862,-25731.057085,-13860.980111
12 Jan 2027 22:27:09.023,-106039.115185,-26708.813298,-14325.938026
12 Jan 2027 23:23:27.776,-101100.888084,-27520.611251,-14706.260213
13 Jan 2027 00:15:34.822,-96184.814215,-28177.767528,-15007.940487
13 Jan 2027 01:03:45.821,-91319.740528,-28691.501750,-15236.888293
13 Jan 2027 01:48:15.960,-86529.859071,-29072.804197,-15398.865226
13 Jan 2027 02:29:19.950,-81835.083382,-29332.345541,-15499.441507
13 Jan 2027 03:07:11.877,-77251.677296,-29480.385158,-15543.953459
13 Jan 2027 03:42:05.196,-72792.629933,-29526.721176,-15537.480526
13 Jan 2027 04:14:12.691,-68468.081151,-29480.650986,-15484.827982
13 Jan 2027 04:43:46.470,-64285.665608,-29350.947360,-15390.517045
13 Jan 2027 05:10:53.019,-60263.351343,-29146.603462,-15259.251100
13 Jan 2027 05:35:40.940,-56412.127258,-28876.622636,-15095.691762
13 Jan 2027 05:58:22.592,-52730.166098,-28548.902016,-14903.850588
