rx (km),ry (km),rz (km),vx (km/sec),vy (km/sec),vz (km/sec),mass (kg),time (sec)
11694.41198686128,4792.087852437768,-8.710240756859321e-35,2.256623295342697,6.800757736030215,-2.4384302343064385e-38,285.0,1707.9941690090861
11823.384523650775,5190.977217706656,-8.784720559307406e-35,2.1242020564381843,6.744567153508497,-2.3399183696022864e-38,285.0,1766.8905196645721
11944.761992060077,5586.534358740263,-1.498485218260989e-34,1.99863329471534,6.687647760471016,-2.1396894712971014e-38,285.0,1825.786870320058
12058.934693049414,5978.723972585671,-1.6417286492395753e-34,1.8794711521604295,6.630251291335128,-1.9838976951179404e-38,285.0,1884.6832209755437
12166.267585027059,6367.524396299182,-1.8551547872316975e-34,1.7663006516960698,6.5725902355348875,-1.8317734262457595e-38,285.0,1943.5795716310295
12267.102056064237,6752.925469582678,-1.4589329367669615e-34,1.658736089992084,6.5148435955126915,-1.685611352781138e-38,285.0,2002.4759222865155
12361.757597734313,7134.926711080397,-1.7385719421312876e-34,1.5564193182815766,6.4571618014850225,-1.4666605368569447e-38,285.0,2061.3722729420006
12450.53337623883,7513.535762315014,-3.7876987216438425e-34,1.4590179837137758,6.3996709039738775,-1.3092413558588602e-38,285.0,2120.2686235974866
12533.709700087942,7888.767059897307,-3.2101394959682257e-34,1.3662237821702528,6.342476149329519,-1.0339504706397565e-38,285.0,2179.1649742529726
12611.549386101771,8260.640702415185,-3.3466846181886887e-34,1.2777507573628577,6.285665029089388,-7.773860010415153e-39,285.0,2238.061324908458
12684.299027183715,8629.181483367493,-2.2865664761975454e-34,1.193333669120902,6.229309881175715,-6.563439966976079e-39,285.0,2296.957675563944
12752.190166395705,8994.41806576195,-1.2909928763231162e-34,1.1127264450408676,6.173470109639477,-4.771905315322e-39,285.0,2355.8540262194297
12815.440382499182,9356.382277635368,-2.0246287261705613e-34,1.035700723333209,6.1181940798330015,-3.6956878337066195e-39,285.0,2414.750376874915
12874.254292452424,9715.108510838487,-1.5154367745251464e-34,0.9620444901709493,6.063520737413378,-2.484731661195485e-39,285.0,2473.6467275304017
12928.824476443202,10070.633208068839,-3.1057003024363083e-34,0.8915608116502516,6.00948099230666,-8.834519606200805e-40,285.0,2532.5430781858868
12979.332330977784,10422.994425363227,-4.3014049065961396e-34,0.8240666582857611,5.956098902551252,4.138187429495753e-40,285.0,2591.439428841373
13025.948855379287,10772.231459158247,-4.068898789927635e-34,0.7593918185101524,5.903392687652471,2.184578007341039e-39,285.0,2650.3357794968583
13068.8353768073,11118.38452864168,-2.171448602859488e-34,0.6973778967317346,5.851375596591394,3.793794558725464e-39,285.0,2709.232130152344
13108.144218635754,11461.494505478318,-3.872058791489861e-34,0.6378773909846398,5.800056651825045,5.059508517506856e-39,285.0,2768.12848080783
13144.019316725504,11801.602684152764,-3.919775573212708e-34,0.5807528449650016,5.749441287392054,6.63820479460519e-39,285.0,2827.024831463316
13176.596787815059,12138.750587161223,-5.992358059283519e-34,0.5258760692010779,5.699531896510506,9.185306851788291e-39,285.0,2885.9211821188014
13206.005453949914,12472.979800115565,-5.536109818855962e-34,0.4731274262007437,5.650328301746473,1.176753111421062e-38,285.0,2944.8175327742865
